,Product Index,Product Name,Product Specification,Product Brand Number,Product Price
593,H5300001_S_AHUMAR-LX26-128GBPB1,P30 Lite 6GB+128GB（香港行貨）雀翎藍,6GB+128GB,3201,2299.0
594,H5982001_S_xeroxm05red,Xero XM05 Red 長者機大聲大字 香港行貨一年保養,None,1001,650.0
595,H0775019_S_K5_Play_bu,智能手機 K5 Play 藍色,None,3301,999.0
596,H6588002_S_Samsung_A70_White_CN,Galaxy A70 6GB/128GB A7050 白色 (水貨),6GB+128GB,3351,2498.0
597,H5300001_S_AXMM1903F11G8-256GBFRD,9T Pro 8GB+256GB 火焰紅（平行進口）,8GB+256GB,3101,3799.0
598,G5031001_S_101-APPIXM-MT742ZA_A,"iPhone XS Max 256GB, 太空灰 #HK行貨",256GB,3251,10699.0
599,H5039001_S_XMMI9T64BKEU,9T 6+64GB 智能手機 (碳纖黑) (平行進口),64GB,3101,2588.0
600,H6588001_S_Huawei_P30_Pro_Black,P30 Pro 8GB+256GB 黑色 香港行貨,8GB+256GB,3201,5599.0
601,H5300001_S_AOEGM19106-128GBMGY,OnePlus 7 Pro 6GB+128GB 鏡面灰（平行進口）,6GB+128GB,2401,4999.0
602,H5300001_S_AKOSP4BK1,SP4 雙卡智能手機 黑色,None,1101,699.0
603,H5912001_S_SAM0076-bk,Galaxy Note 10+plus 12+512GB N9750-黑（香港行货）,512GB,3351,8628.0
604,H5912001_S_GE0006_bk,PIXEL 2 128GB（黑色）（平行進口）,128GB,2301,3298.0
605,H0972006_S_000184,3G 長者滑蓋手機 S80 (紅色),3G,501,479.0
606,H5170001_S_C000600-BK,2720 Flip 4G 經典翻蓋手機【香港行貨】,4G,2451,788.0
607,H6588001_S_Sony_Xperia10_Pink,Xperia 10 4GB+64GB 粉紅色 香港行貨,4GB+64GB,3051,1999.0
608,H6588002_S_Samsung_A60_Blue_CN,Galaxy A60 6GB/64GB A6060 藍色 (水貨),6GB+64GB,3351,1748.0
609,H5912001_S_SAM0071-be,Galaxy A8s 6+128GB g8870-藍（平行進口）,128GB,3351,2288.0
610,H6588001_S_Huawei_Y9_Prime_2019_Green,Y9 Prime 2019 4GB+128GB 綠色 香港行貨,4GB+128GB,3201,1699.0
611,H5912001_S_GE0002_bk,PIXEL 128GB（黑色）（平行進口）,128GB,2301,1998.0
612,H5300001_S_AHUMAR-LX26-128GBMBK1,P30 Lite 6GB+128GB（香港行貨）幻夜黑,6GB+128GB,3201,2299.0
613,H5300001_S_ASAA80508-128GBAGD,Galaxy A80 8GB+128GB 幻魅金（平行進口）,8GB+128GB,3351,3899.0
614,H5912001_S_SAM0042-or,Galaxy A70 SM-A705 雙卡雙待 6+128GB 智能手機-橙 (平行進口),128GB,3351,2699.0
615,H6588002_S_Samsung_A60_Black_CN,Galaxy A60 6GB/64GB A6060 黑色 (水貨),6GB+64GB,3351,1748.0
616,H6588001_S_HTC_U12_Life_Purple,U12 Life 4GB+64GB 暮光紫色 香港行貨,4GB+64GB,2201,1799.0
617,H5912001_S_SAM0043-bk,Galaxy M20 M205M 雙卡雙待3+32GB 智能手機-黑（平行進口）,205M+32GB,3351,1288.0
618,H5912001_S_SAM0045-pe,Galaxy Note9 6+128GB 智能手機-紫（平行進口）,128GB,3351,4888.0
619,H6588001_S_Sony_Xperia_L3_Silver,Xperia L3 3GB+32GB 銀色 香港行貨,3GB+32GB,3051,1399.0
620,H5912001_S_Xa0067-be,紅米 NOTE 7 4+64GB-藍（香港行貨）,64GB,3101,1599.0
621,H5683001_S_P1598,SP618 八核極速高配手機,None,1801,1880.0
622,H5912001_S_Ca0002,S60（香港行貨）,None,1651,4080.0
623,H5912001_S_HT0002_bk,DESIRE 12 PLUS 32GB（黑色）（香港行貨）,32GB,2201,1599.0
624,H5912001_S_HT0002_bk,DESIRE 12 PLUS 32GB（黑色）（香港行貨）,32GB,2201,1599.0
625,H5982001_S_xeroxm05black,Xero XM05 Black 長者機大聲大字 香港行貨一年保養,None,1001,650.0
626,H0775023_S_SONYH4493BLK,H4493 Xperia XA2 Plus 智能電話 (黑色) - Sony,None,3051,2888.0
627,H6588001_S_Sony_Xperia10_Silver,Xperia 10 4GB+64GB 銀色 香港行貨,4GB+64GB,3051,1999.0
628,H6588001_S_Sony_Xperia10_Navy,Xperia 10 4GB+64GB 軍藍色 香港行貨,4GB+64GB,3051,1999.0
629,H5912001_S_SAM0050-we,Galaxy A70 SM-A705 雙卡雙待 6+128GB 智能手機-白 (香港行貨),128GB,3351,2899.0
630,H6588001_S_Oneplus_7_pro_12_512_NebulaBlue,OnePlus 7 Pro 12GB+256GB 星霧藍色 平行進口 中國版,12GB+256GB,2651,5399.0
631,H6588001_S_Pixel_3a_XL_64_White,Pixel 3a XL 4GB+64GB 白色 平行進口,4GB+64GB,2301,3849.0
632,S1103001_S_iphone8_64_BLK,"香港行貨 2018 iPhone 8 4.7""太空灰 64GB",64GB,1451,6188.0
633,H6588002_S_Samsung_A20_Black_CN,Galaxy A20 3GB+32GB A205 黑色 (水貨),3GB+32GB,3351,1298.0
634,H5912001_S_SAM0074-sr,Galaxy Note 10 8GB+256GB N9700-銀（香港行貨）,8GB+256GB,3351,6568.0
635,H0775019_S_L04,"K8  Note 5.5"" XT1902-03 4+64G 智能電話(金)",64G,3301,998.0
636,H5912001_S_HU0009-bk,Honor V20 6+128GB-黑（香港行貨）,128GB,3201,3799.0
637,H0972006_S_vivo_Y91C_Blue,6.22吋 4G-LTE 智能手機 - Y91C (2+32GB) (海洋藍) (原裝行貨),4G+32GB,3151,1098.0
638,H6588001_S_Sony_Xperia_1_Purple,Xperia 1 6GB+128GB 霞紫色 香港行貨,6GB+128GB,3051,5699.0
639,H6588001_S_Vivo_Y17_Purple,Y17 4GB+128GB 幻影紫色 香港行貨,4GB+128GB,3151,1899.0
640,H0610012_S_241-75-A00093-1,小米9 黑色 6G 128G Rom (香港行貨，小米1年保養),6G+128G,3101,3999.0
641,H5892002_S_117112-6603,iPhone XS Max  Presidio Clear + Glitter Case,None,51,320.0
642,H5912001_S_HU0012-bk,Y7 Pro 2019 3GB+32GB-黑（香港行貨）,3GB+32GB,3201,1538.0
643,H5912001_S_LN0007-or,Z5S 6+64GB雙卡雙待-橙（平行進口）,64GB,3301,1799.0
644,H5912001_S_SAM0058-bk,Galaxy S10+ SM-G975U 12GB+1TB 智能手機-黑 (香港行貨),12GB,3351,12999.0
645,H6588002_S_Samsung_A60_128_Blue_CN,Galaxy A60 6GB/128GB A6060 藍色 (水貨),6GB+128GB,3351,1998.0
646,H0775001_S_AL02GSLI,A3XL 4G 智能電話 (灰銀),4G,2101,590.0
647,H6588001_S_Samsung_S10_128_Black,Galaxy S10 8GB+128GB 幻鑽黑色 香港行貨,8GB+128GB,3351,5099.0
648,H5912001_S_HU0013-pe,Y9 2019 4+64GB-紫（香港行貨）,64GB,3201,1649.0
649,H5912001_S_LG0007_bk,X-FAST DUAL 32GB K600（黑色）(平行進口),32GB,1901,1599.0
650,H5912001_S_ST0001_bk,Pro 128GB（黑色）（香港行貨）,128GB,551,1698.0
651,H5982001_S_blackberrydtek60,BlackBerry DTEK60 Silver 香港行貨一年保養,None,2151,1680.0
652,H0972010_S_Y15_Black,Y15 智能電話 (4+64GB) - 珍珠黑,64GB,801,1598.0
653,H0972010_S_000059,Y12 智能電話 (3+32GB) - 海軍藍色,32GB,801,1298.0
654,H6588001_S_Huawei_P30_Pro_Aurora,P30 Pro 8GB+256GB 極光色 香港行貨,8GB+256GB,3201,5599.0
655,H6588001_S_Pixel_3a_XL_64_Black,Pixel 3a XL 4GB+64GB 黑色 平行進口,4GB+64GB,2301,3849.0
656,H5912001_S_LG0010,LMQ710 Q Stylus + 64GB-紫（香港行貨）,64GB,1901,2699.0
657,H6588001_S_Huawei_Y9_2019_Black,Y9 2019 4GB+64GB 黑色 香港行貨,4GB+64GB,3201,1649.0
658,H6588001_S_Nova_4_Black,Nova 4 8GB+128GB 黑色 香港行貨,8GB+128GB,3201,2599.0
659,H5912001_S_SAM0012_bk,GALAXY S9+ DUAL 256GB G965FD 黑 (平行進口),256GB,3351,6288.0
660,H6588001_S_Sony_Xperia_L3_Black,Xperia L3 3GB+32GB 黑色 香港行貨,3GB+32GB,3051,1399.0
661,H5912001_S_GE0004_bk,PIXEL XL 128GB（黑色）（平行進口）,128GB,2301,2298.0
662,H7019001_S_Mi_Play_Black,4G-LTE 智能手機 - Mi Play (黑色),4G,3101,1599.0
663,H0610012_S_241-75-A00095-1,小米9 藍色 6G 128G Rom (香港行貨，小米1年保養),6G+128G,3101,3999.0
664,H6588001_S_Sony_Xperia10Plus_Gold,Xperia 10 Plus 6GB+64GB 金色 香港行貨,6GB+64GB,3051,2499.0
665,H0972006_S_vivo_Y91C_Black,6.22吋 4G-LTE 智能手機 - Y91C (2+32GB) (典雅黑) (原裝行貨),4G+32GB,3151,1098.0
666,H6588002_S_Samsung_A70_Black_CN,Galaxy A70 6GB/128GB A7050 黑色 (水貨),6GB+128GB,3351,2498.0
667,H0775001_S_K5_Play_bk,智能手機 K5 Play 黑色,None,3301,999.0
668,H0775001_S_C01961,索尼 Xperia L3 I4332 銀色,None,3051,1550.0
669,H0775001_S_AL05GLD,POP4 7070i智能電話(金),None,2101,999.0
670,H6588001_S_Samsung_S10P_512_Black,Galaxy S10+ 8GB+512GB 陶瓷黑色 香港行貨,8GB+512GB,3351,7599.0
671,H5912001_S_Xa0019_gd,XIAOMI-紅米 6 (4GB+64GB) -金 (香港行貨),4GB+64GB,3101,998.0
672,H5912001_S_Xa0074-bk,Redmi K20 Mi9t 6+128GB-黑(平行進口),128GB,3101,2699.0
673,H6588001_S_OP6t_8_128_MidBlk,OnePlus 6t 8GB+128GB 午夜黑色 平行進口 中國版,8GB+128GB,2651,3499.0
674,H5912001_S_HU0010-be,Honor V20 8+256GB-藍（香港行貨）,256GB,3201,4299.0
675,H7019001_S_FTJ161A_White,MUSASHI 武藏日系超薄摺機 - FTJ161A (白色),None,751,699.0
676,H7019001_S_Honor_8A_Black,4G-LTE 智能手機 - Honor 8A (黑色),4G,3201,1099.0
677,H5982001_S_sonyh8296black64gb,Sony H8296 Xperia XZ2 Black 平行進口,None,3051,2880.0
678,H0972006_S_Armor_6_Black,4G-LTE 三防智能手機 - ARMOR 6 (6+128GB) (黑色) (原廠行貨),4G+128GB,2351,2998.0
679,H5912001_S_SAM0059-bk,Galaxy S10e 6+128GB-黑(香港行貨),128GB,3351,4788.0
680,H5912001_S_SAM0059-bk,Galaxy S10e 6+128GB-黑(香港行貨),128GB,3351,4788.0
681,H7007001_S_SAMN975256H01BK01,香港行貨(幻黑)GALAXY NOTE 10+ N9750 12GB RAM 256GB ROM,12GB+256GB,3351,7368.0
682,H5982001_S_samsungj260fdlavender,SAMSUNG Galaxy J2 Core 8GB Lavender 平行進口,8GB,3351,930.0
683,H6588001_S_Samsung_S10_512_Black,Galaxy S10 8GB+512GB 幻鑽黑色 香港行貨,8GB+512GB,3351,6699.0
684,H5937001_S_1902BU,Y17 (原裝行貨) 全面屏手機 (4GB RAM+128GB ROM),4GB+128GB,3151,1998.0
685,H5912001_S_SY0015-bk,Xperia 10 Plus I4293 6+64GB 智能手機-黑 (香港行貨),64GB,3051,2498.0
686,H0710001_S_MGO-SW46,Pictar One Plus 手機拍攝握把 銀白色特別版 適用於 iPhone 和 Android（4.7” 以上屏幕）,None,451,798.0
687,H5982001_S_cats31,Caterpillar CAT S31 香港行貨一年保養,None,1701,2280.0
688,H0972006_S_RG850,RG850 - IP68防水防塵認證 / MIL-STD 810G防摔 / 可戴上手套或濕手操作智能電話,810G,701,2999.0
689,H0775001_S_C01951,索尼 Xperia XZ3 H9493 Green,None,3051,6399.0
690,H0775001_S_C01958,索尼 Sony Xperia 10 I4193 銀色,None,3051,2399.0
691,H5170001_S_C000542-BK,Z6 青春版 (4+64GB) 智能手機【平行進口】,64GB,3301,1428.0
692,S1103001_S_iphone8_64P_BLK,"香港行貨 2018 iPhone 8 5.5""太空灰 64GB",64GB,1451,6888.0
693,H5912001_S_SAM0011_bk,GALAXY S9+ DUAL 128GB G965FD 黑 (平行進口),128GB,3351,5788.0
694,H5982001_S_sonyf8332white,Sony Xperia XZ F8332 64gb Silver 平行進口,None,3051,1780.0
695,H0775001_S_C01962,索尼 Xperia L3 I4332 金色,None,3051,1550.0
696,H5912001_S_AP0018-rd,iPhone XR 64GB-紅(香港行貨),64GB,3251,6388.0
697,H0610012_S_241-75-A00098-1,紅米 7 紅色 3G 64G Rom (香港行貨，小米1年保養),3G+64G,3101,1399.0
698,H5683001_S_P1669,SP598 十核極速高配手機,None,1801,2680.0
699,H5912001_S_SY0016-rd,Xperia XZ3 6+64GB 智能手機-紅 (香港行貨),64GB,3051,4588.0
700,H5912001_S_HU0015-bk,Honor Note 10 6 + 64GB-黑（平行進口）,64GB,3201,2480.0
701,H5912001_S_BY0002,Keyone Silver 32GB（香港行貨）,32GB,2151,2180.0
702,H0778001_S_NU3S_BK,NU3S，Qualcomm四核，簡約易控，一年保養！,None,1351,790.0
703,H0775019_S_C02052,Z5s 藍色 L78071,None,3301,2199.0
704,H0775019_S_C02054,K9 藍色 前後雙鏡,None,3301,1199.0
705,H5912001_S_LN0008-bk,Z5S 6+128GB 雙卡雙待-黑（平行進口）,128GB,3301,2199.0
706,H5912001_S_SAM0054-gn,Galaxy S10 SM-G973U 8+128GB 智能手機-緑（香港行貨）,128GB,3351,5299.0
707,H6588001_S_Oppo_Reno_6_256_Green,Reno 6GB+256GB 霧海綠色 平行進口 中國版,6GB+256GB,2601,2899.0
708,H6781001_S_Note-9-M923H,魅族Note9 4GB Ram / 64GB Rom，6.2“手機（白色）,4GB+64GB,2251,1698.0
709,H5912001_S_AP0020-ye,iPhone XR 256GB-黃(香港行貨),256GB,3251,8599.0
710,H5912001_S_AP0024-bk,iPhone XS Max 64GB-黑（香港行貨）,64GB,3251,9399.0
711,H5982001_S_samsunga50128gbwhite,SAMSUNG Galaxy A50 4gb ram+128gb White 平行進口,None,1951,2080.0
712,H6588001_S_Vivo_NEX1,NEX S 8GB+128GB 星鑽黑色 香港行貨,8GB+128GB,3151,3699.0
713,H0972006_S_2S,Armor 2S - 三防堅固 / NFC / 4700mAh大電量智能手機,None,2351,999.0
714,H0972006_S_IQOO_BU,iQOO - 電競手機 S855 / 12GB RAM / 128GB ROM / 4000mAh超長續航 (電光藍),12GB+128GB,3151,3799.0
715,H0972006_S_vivo_NEX,6.59吋 4G-LTE 智能手機 - NEX (8+128GB) (黑藍) (原裝行貨),4G+128GB,3151,3798.0
716,H0775001_S_C01946,索尼 Xperia XA2 Plus H4493 黑色,None,3051,3599.0
717,H0775001_S_C01952,索尼 Xperia XZ3 H9493 Red,None,3051,6399.0
718,H5023002_S_PA6Y0010HK,Moto E4 Plus 3G+32G (灰色) (PA6Y0010HK) - 全新機,3G+32G,3301,888.0
719,H5912001_S_SAM0070-sr,Galaxy A80 8+128GB a8050-銀（平行進口）,128GB,3351,3888.0
720,H6588001_S_Vivo_Y91C_Black,Y91C 2GB+32GB 典雅黑色 香港行貨,2GB+32GB,3151,1049.0
721,H6588001_S_Oppo_Reno_6_128_Black,Reno 6GB+128GB 極夜黑色 平行進口 中國版,6GB+128GB,2601,2799.0
722,H6588001_S_Vivo_Y17_Blue,Y17 4GB+128GB 寶石藍色 香港行貨,4GB+128GB,3151,1899.0
723,H0775019_S_L06,Moto G5 Plus XT1685 (4+32G) 智能電話,32G,2801,2299.0
724,H6588001_S_Redmi_K20Pro_8_256_Black_cn,紅米 K20 Pro 8GB+256GB 黑色 平行進口 中國版,8GB+256GB,3101,3499.0
725,H5300001_S_AHUMAR-LX26-128GBPW1,P30 Lite 6GB+128GB（香港行貨）珍珠白,6GB+128GB,3201,2299.0
726,H5912001_S_OP0009,ONE PLUS 7 Pro 6+128GB-黑（平行進口）,128GB,2401,4488.0
727,H5912001_S_BY0005,DTEK60 32GB（香港行貨）,32GB,2151,2380.0
728,H5982001_S_alcatel5vblue,Alcatel 5V Blue 香港行貨一年保養,None,2101,1480.0
729,H5683002_S_P1472,SP528高清四核 4G LTE手機,4G,1801,1580.0
730,H6588001_S_Vivo_V11_Nebula,V11 6GB+128GB 星雲紫 香港行貨,6GB+128GB,3151,2499.0
731,H6588001_S_Vivo_NEX2_Blue,NEX 雙屏版 10GB+128GB 冰原藍色 香港行貨,10GB+128GB,3151,4299.0
732,H5683001_S_P2334,D6全智能4G手機,4G,1751,1280.0
733,H0775001_S_C01956,索尼 Sony Xperia 10 I4193 黑色,None,3051,2399.0
734,H0775019_S_Lenovo_S5,智能手機 S5 黑色,None,3301,1299.0
735,H5912001_S_LN0006,Z5 Pro GT 8+256GB-黑（平行進口）,256GB,3301,4199.0
736,S1103001_S_iphone8_64_SIL,"香港行貨 2018 iPhone 8 4.7""銀色 64GB",64GB,1451,6188.0
737,H7007001_S_SAMA70506H01BK01,香港行貨(黑色)GALAXY A70 A7050 6GB RAM 128GB ROM,6GB+128GB,3351,2728.0
738,H5912001_S_SAM0010_bk,GALAXY S9+ DUAL 64GB G965FD 黑 (平行進口),64GB,3351,4999.0
739,H6588001_S_Sony_Xperia_1_Grey,Xperia 1 6GB+128GB 霧灰色 香港行貨,6GB+128GB,3051,5699.0
740,H6588001_S_Sony_Xperia_1_White,Xperia 1 6GB+128GB 雪白色 香港行貨,6GB+128GB,3051,5699.0
741,S2229001_S_MZC9BK,"C9 2ram / 16rom  , 5.5"" 智能手機 (黑色)",None,2251,688.0
742,S2229001_S_MZC9BL,"C9 2ram / 16rom  , 5.5"" 智能手機 (藍色)",None,2251,688.0
743,H5912001_S_AP0019-be,iPhone XR 128GB-藍(香港行貨),128GB,3251,6788.0
744,H5912001_S_Ca0004,S61 64GB 智能手機 (香港行貨),64GB,1651,7280.0
745,H5912001_S_BY0004,Keyone 64GB dual sim（香港行貨）,64GB,2151,3980.0
746,H5912001_S_ME0003,M8S 64GB（香港行貨）,64GB,1501,2298.0
747,H7019001_S_Note_7P_Purple,4G-LTE 智能手機 - Note 7P (紫色),4G,2351,849.0
748,H5300001_S_AOEA60106_128GBMBK4,OnePlus 6T 128GB 午夜黑,128GB,2401,3799.0
749,H0775012_S_U12P1,[最新型號]U12+ (6+128) 極鏡黑 智能電話(新一代水漾玻璃機身),None,2201,4998.0
750,H0972006_S_vivo_V9_Black,6.3吋 4G-LTE 智能手機 - V9 (4+64GB) (瓷釉黑) (原裝行貨),4G+64GB,3151,1798.0
751,H5912001_S_SAM0055-bk,Galaxy S10 SM-G973U 8+512GB 智能手機-黑（香港行貨）,512GB,3351,6388.0
752,H5912001_S_SAM0056-we,Galaxy S10+ SM-G975U 8+128GB 智能手機-白 (香港行貨),128GB,3351,6199.0
753,H5912001_S_SAM0057-we,Galaxy S10+ SM-G975U 8+512GB 智能手機-白 (香港行貨),512GB,3351,7888.0
754,H5912001_S_SAM0073-gn,Galaxy S10+Plus SM-G975U 8+128GB 智能手機-緑(平行進口),128GB,3351,5999.0
755,H7007001_S_SAMG9730H01GN01,香港行貨(棱鏡綠)GALAXY S10 G9730 8GB RAM 128GB ROM,8GB+128GB,3351,5098.0
756,H7007001_S_SAMA70506H01CO01,香港行貨(珊瑚色)GALAXY A70 A7050 6GB RAM 128GB ROM,6GB+128GB,3351,2728.0
757,H7007001_S_SAMA70506H01WH01,香港行貨(白色)GALAXY A70 A7050 6GB RAM 128GB ROM,6GB+128GB,3351,2728.0
758,H6588001_S_Vivo_Y91C_Blue,Y91C 2GB+32GB 海洋藍色 香港行貨,2GB+32GB,3151,1049.0
759,H6588001_S_OnePlus_7_Pro_6_128_MirrorGray,OnePlus 7 Pro 6GB+128GB 曜岩灰色 平行進口 中國版,6GB+128GB,2651,4499.0
760,H6588001_S_Oppo_Reno_6_128_Purple,Reno 6GB+128GB 星雲紫色 平行進口 中國版,6GB+128GB,2601,2799.0
761,H5912001_S_MO0009,MOTO G6 Plus 64GB (香港行貨),64GB,2801,2480.0
762,H6781001_S_meizu_c9_bu,"Meizu C9 2ram / 16rom , 5.5"" cell phone (Blue)",None,2251,688.0
763,H5866001_S_MQ7H2ZP,"iPhone 8 4.7"" 金色 256GB",256GB,3251,7288.0
764,H5866001_S_MQA82ZPAPPLECAREPLUS,iPhone X 太空灰 256GB 包含 AppleCare+ 全方位服務計劃保障 2Years,256GB,3251,10876.0
765,H0610012_S_241-75-A00097-1,紅米 7 藍色 3G 64G Rom (香港行貨，小米1年保養),3G+64G,3101,1399.0
766,H0610012_S_241-75-A00096-1,紅米 7 黑色 3G 64G Rom (香港行貨，小米1年保養),3G+64G,3101,1399.0
767,H5912001_S_Xa0075-bk,紅米 K20 Pro 6+128GB-黑 (平行進口),128GB,3101,3288.0
768,H5912001_S_Ca0003,S41（香港行貨）,None,1651,3698.0
769,H5912001_S_SY0014-pk,Xperia 10 I4193 6+64GB 智能手機-粉 (香港行貨),64GB,3051,2299.0
770,H5912001_S_LG0002_bk,G5 DUAL 32GB H860-黑(平行進口),32GB,1901,1998.0
771,H7019001_S_Ulefone_X_Black,4G-LTE 智能手機 - Ulefone X (黑色),4G,2351,999.0
772,H7019001_S_Armor_6_Black,4G-LTE 三防智能手機 - Armor 6 (黑色),4G,2351,2998.0
773,H0775012_S_U12P3,[最新型號] U12+ (6+128) 火焰紅 智能電話(新一代水漾玻璃機身),None,2201,4998.0
774,H6588001_S_Huawei_Y6_Prime_2018_Black,Y6 Prime 2018 3GB+32GB 黑色 香港行貨,3GB+32GB,3201,1099.0
775,H6588001_S_Sony_Xperia10Plus_Silver,Xperia 10 Plus 6GB+64GB 銀色 香港行貨,6GB+64GB,3051,2499.0
776,H6588001_S_Meitu_V6_Blue,V6 6GB+128GB 愛丁堡藍色 香港行貨,6GB+128GB,1501,2999.0
777,H0972006_S_iQOO_Pro5G,iQOO Pro 5G版- 電競手機 S855 Plus / 8GB RAM / 256GB ROM / 4500mAh超長續航 (競速黑),5G+8GB+256GB,3151,4798.0
778,H0972006_S_vivo_V11_Purple,6.41吋 4G-LTE 智能手機 - V11 (6+128GB) (星雲色) (原裝行貨),4G+128GB,3151,2698.0
779,H7019001_S_ZB602KL_Silver,4G-LTE 智能手機 ZenFone Max Pro - ZB602KL (銀色),4G,2751,1599.0
780,H0775019_S_C02099,K9 黑色 前後雙鏡,None,3301,1199.0
781,H5023002_S_PA6V0086HK,Moto G5S Plus 4G+32G (灰色) (PA6V0086HK) - 全新機,4G+32G,3301,1199.0
782,H7007001_S_SAMG9750H01BK01,香港行貨(棱鏡黑)GALAXY S10+ G9750 8GB RAM 128GB ROM,8GB+128GB,3351,5898.0
783,H7007001_S_SAMG9730H01WH01,香港行貨(棱鏡白)GALAXY S10 G9730 8GB RAM 128GB ROM,8GB+128GB,3351,5098.0
784,H6588001_S_OnePlus_7_8_256_MirrorGray,OnePlus 7 Pro 8GB+256GB 曜岩灰色 平行進口 中國版,8GB+256GB,2651,4899.0
785,H6588001_S_Oppo_K3_Black,K3 8GB+128GB 秘景黑色 平行進口 中國版,8GB+128GB,2601,2299.0
786,H6588001_S_Oppo_K3_White,K3 8GB+128GB 晨曦白色 平行進口 中國版,8GB+128GB,2601,2299.0
787,H6588001_S_Oppo_K3_Purple,K3 8GB+128GB 星雲紫色 平行進口 中國版,8GB+128GB,2601,2299.0
788,H5912001_S_MO0010,MOTO G6 64GB (香港行貨),64GB,2801,1998.0
789,H6781001_S_meizu_c9pro,"Meizu C9 Pro 3G ram / 32G rom , 5.5"" cell phone (Black)",3G+32G,2251,888.0
790,H5866001_S_MQA52ZPAPPLECAREPLUS,iPhone X 太空灰 64GB 包含 AppleCare+ 全方位服務計劃保障 2Years,64GB,3251,10476.0
791,H5912001_S_AP0025-sr,iPhone XS Max 256GB-銀（香港行貨）,256GB,3251,10699.0
792,H6588001_S_Redmi_K20Pro_8_256_Red_cn,紅米 K20 Pro 8GB+256GB 紅色 平行進口 中國版,8GB+256GB,3101,3499.0
793,H5982001_S_alcatel5vblack,Alcatel 5V Black 香港行貨一年保養,None,2101,1480.0
794,H6691001_S_TL000574,NEX 雙屏版智能電話-冰原藍(香港行貨),None,3151,5599.0
795,H5937001_S_1820BL,Y91C (原裝行貨) 水滴全面屏手機 (2GB RAM+32GB ROM),2GB+32GB,3151,1098.0
796,H5912001_S_HU0016-be,Honor Note 10 6 + 128GB-藍（平行進口）,128GB,3201,2780.0
797,H5912001_S_HU0016-be,Honor Note 10 6 + 128GB-藍（平行進口）,128GB,3201,2780.0
798,H5912001_S_BY0003,Keyone 64GB（香港行貨）,64GB,2151,4399.0
799,H7019001_S_RE1_Black,4G-LTE 智能手機 - RE1 (黑色),4G,1251,899.0
800,H7019001_S_RE1_Black,4G-LTE 智能手機 - RE1 (黑色),4G,1251,899.0
801,H6691001_S_TL000573,NEX 智能電話-黑色(香港行貨),None,3151,4599.0
802,H6588001_S_Vivo_V11_Black,V11 6GB+128GB 星空黑 香港行貨,6GB+128GB,3151,2499.0
803,H6588001_S_Vivo_V11_Black,V11 6GB+128GB 星空黑 香港行貨,6GB+128GB,3151,2499.0
804,H6588001_S_OP6_8_128_MirBlk,OnePlus 6 8GB+128GB 亮瓷黑色 平行進口 中國版,8GB+128GB,2651,2999.0
805,H6588001_S_OP6_8_128_MirBlk,OnePlus 6 8GB+128GB 亮瓷黑色 平行進口 中國版,8GB+128GB,2651,2999.0
806,H6588001_S_OP6_8_256_MidBlk,OnePlus 6 8GB+256GB 午夜黑色 平行進口 中國版,8GB+256GB,2651,3599.0
807,H6588001_S_OP6_8_256_MidBlk,OnePlus 6 8GB+256GB 午夜黑色 平行進口 中國版,8GB+256GB,2651,3599.0
808,H0775019_S_C02053,Z6 Pro 藍黑色 L78071,None,3301,3999.0
809,S1076001_S_PAEY0019HK,LENOVO Z5S(L78071)智能手機,None,3301,2199.0
810,S1076001_S_PAEY0019HK,LENOVO Z5S(L78071)智能手機,None,3301,2199.0
811,H5912001_S_LN0005,Z5 Pro GT 6+128GB-黑（平行進口）,128GB,3301,3399.0
812,H5912001_S_LN0005,Z5 Pro GT 6+128GB-黑（平行進口）,128GB,3301,3399.0
813,H5912001_S_LN0009-bk,K5 Play 3+32GB-黑（香港行貨）,32GB,3301,994.0
814,H5912001_S_LN0009-bk,K5 Play 3+32GB-黑（香港行貨）,32GB,3301,994.0
815,H7007001_S_SAMG9750H01GN01,香港行貨(棱鏡綠)GALAXY S10+ G9750 8GB RAM 128GB ROM,8GB+128GB,3351,5898.0
816,H7007001_S_SAMA70508H01BK01,香港行貨(黑色)GALAXY A70 A7050 8GB RAM 128GB ROM,8GB+128GB,3351,3128.0
817,H6588001_S_Redmi_K20Pro_8_128_Red_cn,紅米 K20 Pro 8GB+128GB 紅色 平行進口 中國版,8GB+128GB,3101,3049.0
818,H6588001_S_Oppo_Reno_10X_8GB_Green,Reno 10X 8GB+256GB 霧海綠色 平行進口 中國版,8GB+256GB,2601,4599.0
819,H6588001_S_Oppo_Reno_6_256_Pink,Reno 6GB+256GB 薄霧粉色 平行進口 中國版,6GB+256GB,2601,2899.0
820,H6588001_S_Sony_Xperia_1_Black,Xperia 1 6GB+128GB 夜黑色 香港行貨,6GB+128GB,3051,5699.0
821,H6588001_S_OP6t_8_256_MidBlk,OnePlus 6t 8GB+256GB 午夜黑色 平行進口 中國版,8GB+256GB,2651,3699.0
822,H6588001_S_Vivo_V15Pro_Red,V15 Pro 6GB+128GB 珊瑚紅色 香港行貨,6GB+128GB,3151,3199.0
823,H0775019_S_L12,"Moto Z2 Force : XT1789-06 ,6/64GB 智能電話",64GB,2801,4999.0
824,H5866001_S_MQ7H2ZPAPPLECAREPLUS,"iPhone 8 4.7"" 金色 256GB 包含 AppleCare+ 全方位服務計劃保障 2Years",256GB,3251,8376.0
