,product_name,product_index,product_type,median_rates,mean_rates,no_of_rates
612,Galaxy S10 Plus (G9750) (8GB+128GB),H0762001_S_galaxy-s10-plus-g9750-8-128-gr-800270643,smartphone,0.0,0.0,0.0
613,MOTO C PLUS（白色）(香港行貨),H5912001_S_MO0007_we,smartphone,0.0,0.0,0.0
614,Galaxy A70 8GB+128GB 白色（平行進口）,H5300001_S_ASAA70508-128GBW,smartphone,0.0,0.0,0.0
615,Galaxy Note 10+plus 12+256GB N9750-白（香港行货）,H5912001_S_SAM0075-we,smartphone,0.0,0.0,0.0
616,Galaxy A9s A9200 6GB+128GB 夜影黑（平行進口）,H5300001_S_ASAA9200-6_128GBCBK4,smartphone,0.0,0.0,0.0
617,Galaxy Note 10 8GB+256GB N9700 幻光色 香港行貨,H6588001_S_Samsung_Note10_Glow,smartphone,0.0,0.0,0.0
618,"iPhone 7 - 32GB, 二手9成9新 (100%正常運作)(平行進口)",H6725001_S_i7_R_32_1_U,smartphone,0.0,0.0,0.0
619,8110 4G LTE 雙卡雙核2MP 手提智能電話黃色(平行進貨),H5393001_S_1001310,smartphone,0.0,0.0,0.0
620,Galaxy Note 10 8GB+256GB N9700 幻白色 香港行貨,H6588001_S_Samsung_Note10_White,smartphone,0.0,0.0,0.0
621,Caterpillar CAT S61 香港行貨一年保養,H5982001_S_cats61,smartphone,0.0,0.0,0.0
622,紅米 NOTE 7 4+128GB-黑（香港行貨）,H5912001_S_Xa0068-bk,smartphone,0.0,0.0,0.0
623,Galaxy A60 6GB+128GB 幻魅橙（平行進口）,H5300001_S_ASAA60606-128GBCOR,smartphone,0.0,0.0,0.0
624,Galaxy M20 M205M 雙卡雙待4+64GB 智能手機-藍（平行進口）,H5912001_S_SAM0044-be,smartphone,0.0,0.0,0.0
625,香港行貨(幻黑)GALAXY NOTE 10+ N9750 12GB RAM 512GB ROM,H7007001_S_SAMN975512H01BK01,smartphone,0.0,0.0,0.0
626,Galaxy A40s 6GB/64GB A3050 黑色 (水貨),H6588002_S_Samsung_A40s_Black_CN,smartphone,0.0,0.0,0.0
627,"iPhone 8 Plus 5.5"" 金色 256GB 包含 AppleCare+ 全方位服務計劃保障 2Years",H5866001_S_MQ8J2ZPAPPLECAREPLUS,smartphone,0.0,0.0,0.0
628,紅米 7 3GB+32GB（平行進口）亮黑色,H5300001_S_AXMM1810F6LG3-32GBEBK,smartphone,0.0,0.0,0.0
629,S900 萬用旅行專用手機/結實防撞設計/長超14日待機/藍色,H5683002_S_P1626,smartphone,0.0,0.0,0.0
630,Max 3 4GB+64GB 金色（平行進口）,H5300001_S_AXMM1804E4A64GBGD,smartphone,0.0,0.0,0.0
631,RE1 IP68認證三防智能手機,H0972006_S_KONKA_RE1,smartphone,0.0,0.0,0.0
632,小米 8 6GB+128GB 藍色（平行進口）,H5300001_S_AXMM1803E1A6-128GBB,smartphone,0.0,0.0,0.0
633,Y9 2019 4GB+64GB 藍色 香港行貨,H6588001_S_Huawei_Y9_2019_Blue,smartphone,0.0,0.0,0.0
634,Galaxy A20 3GB/32GB A205 橙色 (水貨),H6588002_S_Samsung_A20_Orange_CN,smartphone,0.0,0.0,0.0
635,ZenFone Max Pro M2 4GB+128GB 藍色 香港行貨,H6588001_S_Asus_MaxProM2_Blue,smartphone,0.0,0.0,0.0
636,Galaxy Note 10 8GB+256GB N9700 幻黑色 香港行貨,H6588001_S_Samsung_Note10_Black,smartphone,0.0,0.0,0.0
637,U12 lite 64GB 紫(香港行貨),H5912001_S_HT0006,smartphone,0.0,0.0,0.0
638,Galaxy A9s A9200 6GB+128GB 幻影藍（平行進口）,H5300001_S_ASAA9200-6_128GBLB4,smartphone,0.0,0.0,0.0
639,LG G7+ 128GB 摩洛哥藍（平行進口）,H5300001_S_ALGG710EAW-128GBB,smartphone,0.0,0.0,0.0
640,P30 Lite 6GB+128GB（香港行貨）雀翎藍,H5300001_S_AHUMAR-LX26-128GBPB1,smartphone,0.0,0.0,0.0
641,Xero XM05 Red 長者機大聲大字 香港行貨一年保養,H5982001_S_xeroxm05red,smartphone,0.0,0.0,0.0
642,智能手機 K5 Play 藍色,H0775019_S_K5_Play_bu,smartphone,0.0,0.0,0.0
643,Galaxy A70 6GB/128GB A7050 白色 (水貨),H6588002_S_Samsung_A70_White_CN,smartphone,0.0,0.0,0.0
644,9T Pro 8GB+256GB 火焰紅（平行進口）,H5300001_S_AXMM1903F11G8-256GBFRD,smartphone,0.0,0.0,0.0
645,"iPhone XS Max 256GB, 太空灰 #HK行貨",G5031001_S_101-APPIXM-MT742ZA_A,smartphone,0.0,0.0,0.0
646,9T 6+64GB 智能手機 (碳纖黑) (平行進口),H5039001_S_XMMI9T64BKEU,smartphone,0.0,0.0,0.0
647,P30 Pro 8GB+256GB 黑色 香港行貨,H6588001_S_Huawei_P30_Pro_Black,smartphone,0.0,0.0,0.0
648,OnePlus 7 Pro 6GB+128GB 鏡面灰（平行進口）,H5300001_S_AOEGM19106-128GBMGY,smartphone,0.0,0.0,0.0
649,SP4 雙卡智能手機 黑色,H5300001_S_AKOSP4BK1,smartphone,0.0,0.0,0.0
650,Galaxy Note 10+plus 12+512GB N9750-黑（香港行货）,H5912001_S_SAM0076-bk,smartphone,0.0,0.0,0.0
651,PIXEL 2 128GB（黑色）（平行進口）,H5912001_S_GE0006_bk,smartphone,0.0,0.0,0.0
652,3G 長者滑蓋手機 S80 (紅色),H0972006_S_000184,smartphone,0.0,0.0,0.0
653,2720 Flip 4G 經典翻蓋手機【香港行貨】,H5170001_S_C000600-BK,smartphone,0.0,0.0,0.0
654,Xperia 10 4GB+64GB 粉紅色 香港行貨,H6588001_S_Sony_Xperia10_Pink,smartphone,0.0,0.0,0.0
655,Galaxy A60 6GB/64GB A6060 藍色 (水貨),H6588002_S_Samsung_A60_Blue_CN,smartphone,0.0,0.0,0.0
656,Galaxy A8s 6+128GB g8870-藍（平行進口）,H5912001_S_SAM0071-be,smartphone,0.0,0.0,0.0
657,Y9 Prime 2019 4GB+128GB 綠色 香港行貨,H6588001_S_Huawei_Y9_Prime_2019_Green,smartphone,0.0,0.0,0.0
658,PIXEL 128GB（黑色）（平行進口）,H5912001_S_GE0002_bk,smartphone,0.0,0.0,0.0
659,P30 Lite 6GB+128GB（香港行貨）幻夜黑,H5300001_S_AHUMAR-LX26-128GBMBK1,smartphone,0.0,0.0,0.0
660,Galaxy A80 8GB+128GB 幻魅金（平行進口）,H5300001_S_ASAA80508-128GBAGD,smartphone,0.0,0.0,0.0
661,Galaxy A70 SM-A705 雙卡雙待 6+128GB 智能手機-橙 (平行進口),H5912001_S_SAM0042-or,smartphone,0.0,0.0,0.0
662,Galaxy A60 6GB/64GB A6060 黑色 (水貨),H6588002_S_Samsung_A60_Black_CN,smartphone,0.0,0.0,0.0
663,U12 Life 4GB+64GB 暮光紫色 香港行貨,H6588001_S_HTC_U12_Life_Purple,smartphone,0.0,0.0,0.0
664,Galaxy M20 M205M 雙卡雙待3+32GB 智能手機-黑（平行進口）,H5912001_S_SAM0043-bk,smartphone,0.0,0.0,0.0
665,Galaxy Note9 6+128GB 智能手機-紫（平行進口）,H5912001_S_SAM0045-pe,smartphone,0.0,0.0,0.0
666,Xperia L3 3GB+32GB 銀色 香港行貨,H6588001_S_Sony_Xperia_L3_Silver,smartphone,0.0,0.0,0.0
667,紅米 NOTE 7 4+64GB-藍（香港行貨）,H5912001_S_Xa0067-be,smartphone,0.0,0.0,0.0
668,SP618 八核極速高配手機,H5683001_S_P1598,smartphone,0.0,0.0,0.0
669,S60（香港行貨）,H5912001_S_Ca0002,smartphone,0.0,0.0,0.0
670,DESIRE 12 PLUS 32GB（黑色）（香港行貨）,H5912001_S_HT0002_bk,smartphone,0.0,0.0,0.0
671,DESIRE 12 PLUS 32GB（黑色）（香港行貨）,H5912001_S_HT0002_bk,smartphone,0.0,0.0,0.0
672,Xero XM05 Black 長者機大聲大字 香港行貨一年保養,H5982001_S_xeroxm05black,smartphone,0.0,0.0,0.0
673,H4493 Xperia XA2 Plus 智能電話 (黑色) - Sony,H0775023_S_SONYH4493BLK,smartphone,0.0,0.0,0.0
674,Xperia 10 4GB+64GB 銀色 香港行貨,H6588001_S_Sony_Xperia10_Silver,smartphone,0.0,0.0,0.0
675,Xperia 10 4GB+64GB 軍藍色 香港行貨,H6588001_S_Sony_Xperia10_Navy,smartphone,0.0,0.0,0.0
676,Galaxy A70 SM-A705 雙卡雙待 6+128GB 智能手機-白 (香港行貨),H5912001_S_SAM0050-we,smartphone,0.0,0.0,0.0
677,OnePlus 7 Pro 12GB+256GB 星霧藍色 平行進口 中國版,H6588001_S_Oneplus_7_pro_12_512_NebulaBlue,smartphone,0.0,0.0,0.0
678,Pixel 3a XL 4GB+64GB 白色 平行進口,H6588001_S_Pixel_3a_XL_64_White,smartphone,0.0,0.0,0.0
679,"香港行貨 2018 iPhone 8 4.7""太空灰 64GB",S1103001_S_iphone8_64_BLK,smartphone,0.0,0.0,0.0
680,Galaxy A20 3GB+32GB A205 黑色 (水貨),H6588002_S_Samsung_A20_Black_CN,smartphone,0.0,0.0,0.0
681,Galaxy Note 10 8GB+256GB N9700-銀（香港行貨）,H5912001_S_SAM0074-sr,smartphone,0.0,0.0,0.0
682,"K8  Note 5.5"" XT1902-03 4+64G 智能電話(金)",H0775019_S_L04,smartphone,0.0,0.0,0.0
683,Honor V20 6+128GB-黑（香港行貨）,H5912001_S_HU0009-bk,smartphone,0.0,0.0,0.0
684,6.22吋 4G-LTE 智能手機 - Y91C (2+32GB) (海洋藍) (原裝行貨),H0972006_S_vivo_Y91C_Blue,smartphone,0.0,0.0,0.0
685,Xperia 1 6GB+128GB 霞紫色 香港行貨,H6588001_S_Sony_Xperia_1_Purple,smartphone,0.0,0.0,0.0
686,Y17 4GB+128GB 幻影紫色 香港行貨,H6588001_S_Vivo_Y17_Purple,smartphone,0.0,0.0,0.0
687,小米9 黑色 6G 128G Rom (香港行貨，小米1年保養),H0610012_S_241-75-A00093-1,smartphone,0.0,0.0,0.0
688,iPhone XS Max  Presidio Clear + Glitter Case,H5892002_S_117112-6603,smartphone,0.0,0.0,0.0
689,Y7 Pro 2019 3GB+32GB-黑（香港行貨）,H5912001_S_HU0012-bk,smartphone,0.0,0.0,0.0
690,Z5S 6+64GB雙卡雙待-橙（平行進口）,H5912001_S_LN0007-or,smartphone,0.0,0.0,0.0
691,Galaxy S10+ SM-G975U 12GB+1TB 智能手機-黑 (香港行貨),H5912001_S_SAM0058-bk,smartphone,0.0,0.0,0.0
692,Galaxy A60 6GB/128GB A6060 藍色 (水貨),H6588002_S_Samsung_A60_128_Blue_CN,smartphone,0.0,0.0,0.0
693,A3XL 4G 智能電話 (灰銀),H0775001_S_AL02GSLI,smartphone,0.0,0.0,0.0
694,Galaxy S10 8GB+128GB 幻鑽黑色 香港行貨,H6588001_S_Samsung_S10_128_Black,smartphone,0.0,0.0,0.0
695,Y9 2019 4+64GB-紫（香港行貨）,H5912001_S_HU0013-pe,smartphone,0.0,0.0,0.0
696,X-FAST DUAL 32GB K600（黑色）(平行進口),H5912001_S_LG0007_bk,smartphone,0.0,0.0,0.0
697,Pro 128GB（黑色）（香港行貨）,H5912001_S_ST0001_bk,smartphone,0.0,0.0,0.0
698,BlackBerry DTEK60 Silver 香港行貨一年保養,H5982001_S_blackberrydtek60,smartphone,0.0,0.0,0.0
699,Y15 智能電話 (4+64GB) - 珍珠黑,H0972010_S_Y15_Black,smartphone,0.0,0.0,0.0
700,Y12 智能電話 (3+32GB) - 海軍藍色,H0972010_S_000059,smartphone,0.0,0.0,0.0
701,P30 Pro 8GB+256GB 極光色 香港行貨,H6588001_S_Huawei_P30_Pro_Aurora,smartphone,0.0,0.0,0.0
702,Pixel 3a XL 4GB+64GB 黑色 平行進口,H6588001_S_Pixel_3a_XL_64_Black,smartphone,0.0,0.0,0.0
703,LMQ710 Q Stylus + 64GB-紫（香港行貨）,H5912001_S_LG0010,smartphone,0.0,0.0,0.0
704,Y9 2019 4GB+64GB 黑色 香港行貨,H6588001_S_Huawei_Y9_2019_Black,smartphone,0.0,0.0,0.0
705,Nova 4 8GB+128GB 黑色 香港行貨,H6588001_S_Nova_4_Black,smartphone,0.0,0.0,0.0
706,GALAXY S9+ DUAL 256GB G965FD 黑 (平行進口),H5912001_S_SAM0012_bk,smartphone,0.0,0.0,0.0
707,Xperia L3 3GB+32GB 黑色 香港行貨,H6588001_S_Sony_Xperia_L3_Black,smartphone,0.0,0.0,0.0
708,PIXEL XL 128GB（黑色）（平行進口）,H5912001_S_GE0004_bk,smartphone,0.0,0.0,0.0
709,4G-LTE 智能手機 - Mi Play (黑色),H7019001_S_Mi_Play_Black,smartphone,0.0,0.0,0.0
710,小米9 藍色 6G 128G Rom (香港行貨，小米1年保養),H0610012_S_241-75-A00095-1,smartphone,0.0,0.0,0.0
711,Xperia 10 Plus 6GB+64GB 金色 香港行貨,H6588001_S_Sony_Xperia10Plus_Gold,smartphone,0.0,0.0,0.0
712,6.22吋 4G-LTE 智能手機 - Y91C (2+32GB) (典雅黑) (原裝行貨),H0972006_S_vivo_Y91C_Black,smartphone,0.0,0.0,0.0
713,Galaxy A70 6GB/128GB A7050 黑色 (水貨),H6588002_S_Samsung_A70_Black_CN,smartphone,0.0,0.0,0.0
714,智能手機 K5 Play 黑色,H0775001_S_K5_Play_bk,smartphone,0.0,0.0,0.0
715,索尼 Xperia L3 I4332 銀色,H0775001_S_C01961,smartphone,0.0,0.0,0.0
716,POP4 7070i智能電話(金),H0775001_S_AL05GLD,smartphone,0.0,0.0,0.0
717,Galaxy S10+ 8GB+512GB 陶瓷黑色 香港行貨,H6588001_S_Samsung_S10P_512_Black,smartphone,0.0,0.0,0.0
718,XIAOMI-紅米 6 (4GB+64GB) -金 (香港行貨),H5912001_S_Xa0019_gd,smartphone,0.0,0.0,0.0
719,Redmi K20 Mi9t 6+128GB-黑(平行進口),H5912001_S_Xa0074-bk,smartphone,0.0,0.0,0.0
720,OnePlus 6t 8GB+128GB 午夜黑色 平行進口 中國版,H6588001_S_OP6t_8_128_MidBlk,smartphone,0.0,0.0,0.0
721,Honor V20 8+256GB-藍（香港行貨）,H5912001_S_HU0010-be,smartphone,0.0,0.0,0.0
722,MUSASHI 武藏日系超薄摺機 - FTJ161A (白色),H7019001_S_FTJ161A_White,smartphone,0.0,0.0,0.0
723,4G-LTE 智能手機 - Honor 8A (黑色),H7019001_S_Honor_8A_Black,smartphone,0.0,0.0,0.0
724,Sony H8296 Xperia XZ2 Black 平行進口,H5982001_S_sonyh8296black64gb,smartphone,0.0,0.0,0.0
725,4G-LTE 三防智能手機 - ARMOR 6 (6+128GB) (黑色) (原廠行貨),H0972006_S_Armor_6_Black,smartphone,0.0,0.0,0.0
726,Galaxy S10e 6+128GB-黑(香港行貨),H5912001_S_SAM0059-bk,smartphone,0.0,0.0,0.0
727,Galaxy S10e 6+128GB-黑(香港行貨),H5912001_S_SAM0059-bk,smartphone,0.0,0.0,0.0
728,香港行貨(幻黑)GALAXY NOTE 10+ N9750 12GB RAM 256GB ROM,H7007001_S_SAMN975256H01BK01,smartphone,0.0,0.0,0.0
729,SAMSUNG Galaxy J2 Core 8GB Lavender 平行進口,H5982001_S_samsungj260fdlavender,smartphone,0.0,0.0,0.0
730,Galaxy S10 8GB+512GB 幻鑽黑色 香港行貨,H6588001_S_Samsung_S10_512_Black,smartphone,0.0,0.0,0.0
731,Y17 (原裝行貨) 全面屏手機 (4GB RAM+128GB ROM),H5937001_S_1902BU,smartphone,0.0,0.0,0.0
732,Xperia 10 Plus I4293 6+64GB 智能手機-黑 (香港行貨),H5912001_S_SY0015-bk,smartphone,0.0,0.0,0.0
733,Pictar One Plus 手機拍攝握把 銀白色特別版 適用於 iPhone 和 Android（4.7” 以上屏幕）,H0710001_S_MGO-SW46,smartphone,0.0,0.0,0.0
734,Caterpillar CAT S31 香港行貨一年保養,H5982001_S_cats31,smartphone,0.0,0.0,0.0
735,RG850 - IP68防水防塵認證 / MIL-STD 810G防摔 / 可戴上手套或濕手操作智能電話,H0972006_S_RG850,smartphone,0.0,0.0,0.0
736,索尼 Xperia XZ3 H9493 Green,H0775001_S_C01951,smartphone,0.0,0.0,0.0
737,索尼 Sony Xperia 10 I4193 銀色,H0775001_S_C01958,smartphone,0.0,0.0,0.0
738,Z6 青春版 (4+64GB) 智能手機【平行進口】,H5170001_S_C000542-BK,smartphone,0.0,0.0,0.0
739,"香港行貨 2018 iPhone 8 5.5""太空灰 64GB",S1103001_S_iphone8_64P_BLK,smartphone,0.0,0.0,0.0
740,GALAXY S9+ DUAL 128GB G965FD 黑 (平行進口),H5912001_S_SAM0011_bk,smartphone,0.0,0.0,0.0
741,Sony Xperia XZ F8332 64gb Silver 平行進口,H5982001_S_sonyf8332white,smartphone,0.0,0.0,0.0
742,索尼 Xperia L3 I4332 金色,H0775001_S_C01962,smartphone,0.0,0.0,0.0
743,iPhone XR 64GB-紅(香港行貨),H5912001_S_AP0018-rd,smartphone,0.0,0.0,0.0
744,紅米 7 紅色 3G 64G Rom (香港行貨，小米1年保養),H0610012_S_241-75-A00098-1,smartphone,0.0,0.0,0.0
745,SP598 十核極速高配手機,H5683001_S_P1669,smartphone,0.0,0.0,0.0
746,Xperia XZ3 6+64GB 智能手機-紅 (香港行貨),H5912001_S_SY0016-rd,smartphone,0.0,0.0,0.0
747,Honor Note 10 6 + 64GB-黑（平行進口）,H5912001_S_HU0015-bk,smartphone,0.0,0.0,0.0
748,Keyone Silver 32GB（香港行貨）,H5912001_S_BY0002,smartphone,0.0,0.0,0.0
749,NU3S，Qualcomm四核，簡約易控，一年保養！,H0778001_S_NU3S_BK,smartphone,0.0,0.0,0.0
750,Z5s 藍色 L78071,H0775019_S_C02052,smartphone,0.0,0.0,0.0
751,K9 藍色 前後雙鏡,H0775019_S_C02054,smartphone,0.0,0.0,0.0
752,Z5S 6+128GB 雙卡雙待-黑（平行進口）,H5912001_S_LN0008-bk,smartphone,0.0,0.0,0.0
753,Galaxy S10 SM-G973U 8+128GB 智能手機-緑（香港行貨）,H5912001_S_SAM0054-gn,smartphone,0.0,0.0,0.0
754,Reno 6GB+256GB 霧海綠色 平行進口 中國版,H6588001_S_Oppo_Reno_6_256_Green,smartphone,0.0,0.0,0.0
755,魅族Note9 4GB Ram / 64GB Rom，6.2“手機（白色）,H6781001_S_Note-9-M923H,smartphone,0.0,0.0,0.0
756,iPhone XR 256GB-黃(香港行貨),H5912001_S_AP0020-ye,smartphone,0.0,0.0,0.0
757,iPhone XS Max 64GB-黑（香港行貨）,H5912001_S_AP0024-bk,smartphone,0.0,0.0,0.0
758,SAMSUNG Galaxy A50 4gb ram+128gb White 平行進口,H5982001_S_samsunga50128gbwhite,smartphone,0.0,0.0,0.0
759,NEX S 8GB+128GB 星鑽黑色 香港行貨,H6588001_S_Vivo_NEX1,smartphone,0.0,0.0,0.0
760,Armor 2S - 三防堅固 / NFC / 4700mAh大電量智能手機,H0972006_S_2S,smartphone,0.0,0.0,0.0
761,iQOO - 電競手機 S855 / 12GB RAM / 128GB ROM / 4000mAh超長續航 (電光藍),H0972006_S_IQOO_BU,smartphone,0.0,0.0,0.0
762,6.59吋 4G-LTE 智能手機 - NEX (8+128GB) (黑藍) (原裝行貨),H0972006_S_vivo_NEX,smartphone,0.0,0.0,0.0
763,索尼 Xperia XA2 Plus H4493 黑色,H0775001_S_C01946,smartphone,0.0,0.0,0.0
764,索尼 Xperia XZ3 H9493 Red,H0775001_S_C01952,smartphone,0.0,0.0,0.0
765,Moto E4 Plus 3G+32G (灰色) (PA6Y0010HK) - 全新機,H5023002_S_PA6Y0010HK,smartphone,0.0,0.0,0.0
766,Galaxy A80 8+128GB a8050-銀（平行進口）,H5912001_S_SAM0070-sr,smartphone,0.0,0.0,0.0
767,Y91C 2GB+32GB 典雅黑色 香港行貨,H6588001_S_Vivo_Y91C_Black,smartphone,0.0,0.0,0.0
768,Reno 6GB+128GB 極夜黑色 平行進口 中國版,H6588001_S_Oppo_Reno_6_128_Black,smartphone,0.0,0.0,0.0
769,Y17 4GB+128GB 寶石藍色 香港行貨,H6588001_S_Vivo_Y17_Blue,smartphone,0.0,0.0,0.0
770,Moto G5 Plus XT1685 (4+32G) 智能電話,H0775019_S_L06,smartphone,0.0,0.0,0.0
771,紅米 K20 Pro 8GB+256GB 黑色 平行進口 中國版,H6588001_S_Redmi_K20Pro_8_256_Black_cn,smartphone,0.0,0.0,0.0
772,P30 Lite 6GB+128GB（香港行貨）珍珠白,H5300001_S_AHUMAR-LX26-128GBPW1,smartphone,0.0,0.0,0.0
773,ONE PLUS 7 Pro 6+128GB-黑（平行進口）,H5912001_S_OP0009,smartphone,0.0,0.0,0.0
774,DTEK60 32GB（香港行貨）,H5912001_S_BY0005,smartphone,0.0,0.0,0.0
775,Alcatel 5V Blue 香港行貨一年保養,H5982001_S_alcatel5vblue,smartphone,0.0,0.0,0.0
776,SP528高清四核 4G LTE手機,H5683002_S_P1472,smartphone,0.0,0.0,0.0
777,V11 6GB+128GB 星雲紫 香港行貨,H6588001_S_Vivo_V11_Nebula,smartphone,0.0,0.0,0.0
778,NEX 雙屏版 10GB+128GB 冰原藍色 香港行貨,H6588001_S_Vivo_NEX2_Blue,smartphone,0.0,0.0,0.0
779,D6全智能4G手機,H5683001_S_P2334,smartphone,0.0,0.0,0.0
780,索尼 Sony Xperia 10 I4193 黑色,H0775001_S_C01956,smartphone,0.0,0.0,0.0
781,智能手機 S5 黑色,H0775019_S_Lenovo_S5,smartphone,0.0,0.0,0.0
782,Z5 Pro GT 8+256GB-黑（平行進口）,H5912001_S_LN0006,smartphone,0.0,0.0,0.0
783,"香港行貨 2018 iPhone 8 4.7""銀色 64GB",S1103001_S_iphone8_64_SIL,smartphone,0.0,0.0,0.0
784,香港行貨(黑色)GALAXY A70 A7050 6GB RAM 128GB ROM,H7007001_S_SAMA70506H01BK01,smartphone,0.0,0.0,0.0
785,GALAXY S9+ DUAL 64GB G965FD 黑 (平行進口),H5912001_S_SAM0010_bk,smartphone,0.0,0.0,0.0
786,Xperia 1 6GB+128GB 霧灰色 香港行貨,H6588001_S_Sony_Xperia_1_Grey,smartphone,0.0,0.0,0.0
787,Xperia 1 6GB+128GB 雪白色 香港行貨,H6588001_S_Sony_Xperia_1_White,smartphone,0.0,0.0,0.0
788,"C9 2ram / 16rom  , 5.5"" 智能手機 (黑色)",S2229001_S_MZC9BK,smartphone,0.0,0.0,0.0
789,"C9 2ram / 16rom  , 5.5"" 智能手機 (藍色)",S2229001_S_MZC9BL,smartphone,0.0,0.0,0.0
790,iPhone XR 128GB-藍(香港行貨),H5912001_S_AP0019-be,smartphone,0.0,0.0,0.0
791,S61 64GB 智能手機 (香港行貨),H5912001_S_Ca0004,smartphone,0.0,0.0,0.0
792,Keyone 64GB dual sim（香港行貨）,H5912001_S_BY0004,smartphone,0.0,0.0,0.0
793,M8S 64GB（香港行貨）,H5912001_S_ME0003,smartphone,0.0,0.0,0.0
794,4G-LTE 智能手機 - Note 7P (紫色),H7019001_S_Note_7P_Purple,smartphone,0.0,0.0,0.0
795,OnePlus 6T 128GB 午夜黑,H5300001_S_AOEA60106_128GBMBK4,smartphone,0.0,0.0,0.0
796,[最新型號]U12+ (6+128) 極鏡黑 智能電話(新一代水漾玻璃機身),H0775012_S_U12P1,smartphone,0.0,0.0,0.0
797,6.3吋 4G-LTE 智能手機 - V9 (4+64GB) (瓷釉黑) (原裝行貨),H0972006_S_vivo_V9_Black,smartphone,0.0,0.0,0.0
798,Galaxy S10 SM-G973U 8+512GB 智能手機-黑（香港行貨）,H5912001_S_SAM0055-bk,smartphone,0.0,0.0,0.0
799,Galaxy S10+ SM-G975U 8+128GB 智能手機-白 (香港行貨),H5912001_S_SAM0056-we,smartphone,0.0,0.0,0.0
800,Galaxy S10+ SM-G975U 8+512GB 智能手機-白 (香港行貨),H5912001_S_SAM0057-we,smartphone,0.0,0.0,0.0
801,Galaxy S10+Plus SM-G975U 8+128GB 智能手機-緑(平行進口),H5912001_S_SAM0073-gn,smartphone,0.0,0.0,0.0
802,香港行貨(棱鏡綠)GALAXY S10 G9730 8GB RAM 128GB ROM,H7007001_S_SAMG9730H01GN01,smartphone,0.0,0.0,0.0
803,香港行貨(珊瑚色)GALAXY A70 A7050 6GB RAM 128GB ROM,H7007001_S_SAMA70506H01CO01,smartphone,0.0,0.0,0.0
804,香港行貨(白色)GALAXY A70 A7050 6GB RAM 128GB ROM,H7007001_S_SAMA70506H01WH01,smartphone,0.0,0.0,0.0
805,Y91C 2GB+32GB 海洋藍色 香港行貨,H6588001_S_Vivo_Y91C_Blue,smartphone,0.0,0.0,0.0
806,OnePlus 7 Pro 6GB+128GB 曜岩灰色 平行進口 中國版,H6588001_S_OnePlus_7_Pro_6_128_MirrorGray,smartphone,0.0,0.0,0.0
807,Reno 6GB+128GB 星雲紫色 平行進口 中國版,H6588001_S_Oppo_Reno_6_128_Purple,smartphone,0.0,0.0,0.0
808,MOTO G6 Plus 64GB (香港行貨),H5912001_S_MO0009,smartphone,0.0,0.0,0.0
809,"Meizu C9 2ram / 16rom , 5.5"" cell phone (Blue)",H6781001_S_meizu_c9_bu,smartphone,0.0,0.0,0.0
810,"iPhone 8 4.7"" 金色 256GB",H5866001_S_MQ7H2ZP,smartphone,0.0,0.0,0.0
811,iPhone X 太空灰 256GB 包含 AppleCare+ 全方位服務計劃保障 2Years,H5866001_S_MQA82ZPAPPLECAREPLUS,smartphone,0.0,0.0,0.0
812,紅米 7 藍色 3G 64G Rom (香港行貨，小米1年保養),H0610012_S_241-75-A00097-1,smartphone,0.0,0.0,0.0
813,紅米 7 黑色 3G 64G Rom (香港行貨，小米1年保養),H0610012_S_241-75-A00096-1,smartphone,0.0,0.0,0.0
814,紅米 K20 Pro 6+128GB-黑 (平行進口),H5912001_S_Xa0075-bk,smartphone,0.0,0.0,0.0
815,S41（香港行貨）,H5912001_S_Ca0003,smartphone,0.0,0.0,0.0
816,Xperia 10 I4193 6+64GB 智能手機-粉 (香港行貨),H5912001_S_SY0014-pk,smartphone,0.0,0.0,0.0
817,G5 DUAL 32GB H860-黑(平行進口),H5912001_S_LG0002_bk,smartphone,0.0,0.0,0.0
818,4G-LTE 智能手機 - Ulefone X (黑色),H7019001_S_Ulefone_X_Black,smartphone,0.0,0.0,0.0
819,4G-LTE 三防智能手機 - Armor 6 (黑色),H7019001_S_Armor_6_Black,smartphone,0.0,0.0,0.0
820,[最新型號] U12+ (6+128) 火焰紅 智能電話(新一代水漾玻璃機身),H0775012_S_U12P3,smartphone,0.0,0.0,0.0
821,Y6 Prime 2018 3GB+32GB 黑色 香港行貨,H6588001_S_Huawei_Y6_Prime_2018_Black,smartphone,0.0,0.0,0.0
822,Xperia 10 Plus 6GB+64GB 銀色 香港行貨,H6588001_S_Sony_Xperia10Plus_Silver,smartphone,0.0,0.0,0.0
823,V6 6GB+128GB 愛丁堡藍色 香港行貨,H6588001_S_Meitu_V6_Blue,smartphone,0.0,0.0,0.0
824,iQOO Pro 5G版- 電競手機 S855 Plus / 8GB RAM / 256GB ROM / 4500mAh超長續航 (競速黑),H0972006_S_iQOO_Pro5G,smartphone,0.0,0.0,0.0
825,6.41吋 4G-LTE 智能手機 - V11 (6+128GB) (星雲色) (原裝行貨),H0972006_S_vivo_V11_Purple,smartphone,0.0,0.0,0.0
826,4G-LTE 智能手機 ZenFone Max Pro - ZB602KL (銀色),H7019001_S_ZB602KL_Silver,smartphone,0.0,0.0,0.0
827,K9 黑色 前後雙鏡,H0775019_S_C02099,smartphone,0.0,0.0,0.0
