,product_name,product_index,product_type,median_rates,mean_rates
600,"NP350XBE-K03HK 15"" FHD Intel 5405u 8G 128G SHARE Win10 Home",H6603001_S_NP350XBE_K03HK,laptop,0.0,0.0
601,"NP350XBE-K04HK 15"" FHD 5405u 8G 128G SHARE Win10 Home",H6603001_S_NP350XBE_K04HK,laptop,0.0,0.0
602,"NP350XBE-K01HK 15"" FHD i5-8265u 8G 256G SHARE Win10 Home",H6603001_S_NP350XBE_K01HK,laptop,0.0,0.0
603,"NP350XBE-K02HK 15"" FHD i5-8265u 8G 256G SHARE Win10 Home",H6603001_S_NP350XBE_K02HK,laptop,0.0,0.0
604,"NP930XBE-K03HK 13.3"" FHD i7-8565u 16G 512G SHARE Win10 Home",H6603001_S_NP930XBE_K03HK,laptop,0.0,0.0
605,"NP930MBE-K01HK 13.3"" FHD TOUCH i5-8265u 8G 256G SHARE Win10 Home",H6603001_S_NP930MBE_K01HK,laptop,0.0,0.0
606,"NP930SBE-K03HK 13.3"" FHD TOUCH i7-8565u 16G 512G SHARE Win10 Home",H6603001_S_NP930SBE_K03HK,laptop,0.0,0.0
607,"NP550XAA-X05HK 15.6"" PLS FHD i7-8550u 8G 128G+1TB MX150-2G Win10 Home",H6603001_S_NP550XAA_X05HK,laptop,0.0,0.0
608,"NP550XAA-X04HK 15.6"" PLS FHD i7-8550u 12G 256G+1TB MX150-2G Win10 Home",H6603001_S_NP550XAA_X04HK,laptop,0.0,0.0
609,"NP550XBE-X01HK 15.6"" PLS FHD i7-8565u 16G 256G+1TB MX150-2G Win10 Home",H6603001_S_NP550XBE_X01HK,laptop,0.0,0.0
610,"NP730XBE-K01HK 13.3"" FHD i5-8265u 8G 256G SHARE Win10 Home",H6603001_S_NP730XBE_K01HK,laptop,0.0,0.0
611,"NP730QAA-K02HK 13.3"" FHD TOUCH i7-8550u 8G 256G SHARE Win10 Home",H6603001_S_NP730QAA_K02HK,laptop,0.0,0.0
612,4G-LTE 智能手機 - GALAXY S4 (白色),H0972006_S_342,smartphone,0.0,0.0
613,SAMSUNG Galaxy A20 3gb+32gb Black 平行進口,H5982001_S_samsunga205fd32gbblack,smartphone,0.0,0.0
614,Galaxy A40s 6GB+64GB 黑色（平行進口）,H5300001_S_ASAA30506-64GBBK,smartphone,0.0,0.0
615,Galaxy A70 6GB+128GB 珊瑚橙色 香港行貨,H6588001_S_Samsung_A70_6_Coral,smartphone,0.0,0.0
616,"HONOR 8A - 6.09""旗艦級珍珠全面屏 / 支持人臉解鎖 / 獨立三卡槽 / Android 9.0 (32GB/藍色)",H0972006_S_Honor_8A_32GB_BU,smartphone,0.0,0.0
617,Galaxy A60 SM-A6060 6+128GB Dual SIM-黑（平行進口）,H5912001_S_SAM0068-bk,smartphone,0.0,0.0
618,智愛寶定位功能電話連24個月手機月費服務,S6048001_S_ibao002_black,smartphone,0.0,0.0
619,Galaxy S10+ 8GB+128GB 幻鑽綠色 香港行貨,H6588001_S_Samsung_S10P_128_Green,smartphone,0.0,0.0
620,Pixel 3a 4GB+64GB 黑色 平行進口,H6588001_S_Pixel_3a_64_Black,smartphone,0.0,0.0
621,Galaxy Note 10+ 12GB+256GB N9750 幻白色 香港行貨,H6588001_S_Samsung_Note10P_256_White,smartphone,0.0,0.0
622,Galaxy S10+ 8GB+128GB 幻鑽銀色 香港行貨,H6588001_S_Samsung_S10P_128_Silver,smartphone,0.0,0.0
623,ROG Phone 2 8GB+128GB 全網版 黑色（平行進口）,H5300001_S_AAS1001DA8-128GBBK,smartphone,0.0,0.0
624,Pixel 3A XL 64GB 純粹黑（平行進口）,H5300001_S_AGOG020C64GBJBK,smartphone,0.0,0.0
625,SAMSUNG Galaxy A10 2gb+32gb Black 平行進口,H5982001_S_samsunga105gds32gbblack,smartphone,0.0,0.0
626,SAMSUNG Galaxy A10 2gb+32gb Black 平行進口,H5982001_S_samsunga105gds32gbblack,smartphone,0.0,0.0
627,Galaxy S10 SM-G973U 8+128GB 智能手機-白（平行進口）,H5912001_S_SAM0072-we,smartphone,0.0,0.0
628,SAMSUNG Galaxy A20 3gb+32gb Blue 平行進口,H5982001_S_samsunga205fd32gbblue,smartphone,0.0,0.0
629,香港行貨(棱鏡黑)GALAXY S10 G9730 8GB RAM 128GB ROM,H7007001_S_SAMG9730H01BK01,smartphone,0.0,0.0
630,Galaxy A60 SM-A6060 6+64GB Dual SIM-藍（平行進口）,H5912001_S_SAM0067-be,smartphone,0.0,0.0
631,Pixel 3a 4GB+64GB 白色 平行進口,H6588001_S_Pixel_3a_64_White,smartphone,0.0,0.0
632,E517 -  Android 直板按鍵智能手機 / 雙咭 4G / 超長待機 / 長者手機 (黑色),H0972006_S_PHILIPS_E571_BK,smartphone,0.0,0.0
633,U12+ 6GB+128GB 紅色 香港行貨,H6588001_S_HTC_U12P_Red,smartphone,0.0,0.0
634,"iPhone 6S - 64GB, 二手9成9新 (100%正常運作)(平行進口)",H6725001_S_i6S_R_64_1_U,smartphone,0.0,0.0
635,紅米 7A 16GB磨砂黑（平行進口）,H5300001_S_AXMM1903C3EG2-16GBBK,smartphone,0.0,0.0
636,香港行貨(幻黑)GALAXY NOTE 10 N9700 8GB RAM 256GB ROM,H7007001_S_SAMN970H01BK01,smartphone,0.0,0.0
637,香港行貨(幻光)GALAXY NOTE 10 N9700 8GB RAM 256GB ROM,H7007001_S_SAMN970H01SV01,smartphone,0.0,0.0
638,香港行貨(幻白)GALAXY NOTE 10 N9700 8GB RAM 256GB ROM,H7007001_S_SAMN970H01WH01,smartphone,0.0,0.0
639,Galaxy Note 10+ 12GB+512GB N9750 幻黑色 香港行貨,H6588001_S_Samsung_Note10P_512_Black,smartphone,0.0,0.0
640,Galaxy Note 10+ 12GB+512GB N9750 幻光色 香港行貨,H6588001_S_Samsung_Note10P_512_Glow,smartphone,0.0,0.0
641,"iPhone XR, 128GB - 黑色 #HK行貨",G5031001_S_APPIXR128MT192,smartphone,0.0,0.0
642,iPhone XS 64GB 金色 #HK行貨,G5031001_S_101-APPIXS-MT962ZA_A,smartphone,0.0,0.0
643,Note 7P - 後置三鏡頭 / 三卡槽 / Android 9.0,H0972006_S_Note7P_BK,smartphone,0.0,0.0
644,MUSASHI 武藏日系超薄智能摺機 / 雙屏幕觸控設計 / Android系統,H0972006_S_FTJ161A,smartphone,0.0,0.0
645,BlackBerry KeyOne 32gb Silver Black 香港行貨一年保養,H5982001_S_blackberrykeyone32gbsilverblack,smartphone,0.0,0.0
646,紅米 7 3GB+32GB（平行進口）夢幻藍,H5300001_S_AXMM1810F6LG3-32GBCB,smartphone,0.0,0.0
647,紅米 NOTE 6 Pro 4+64GB-黑（香港行貨）,H5912001_S_Xa0066-bk,smartphone,0.0,0.0
648,"iPhone XS 256GB, 金色 #HK行貨",G5031001_S_101-APPIXS-MT9927A_A,smartphone,0.0,0.0
649,BlackBerry Key 2 LE 64GB Red 香港行貨一年保養,H5982001_S_blackberrykey2le64gbred,smartphone,0.0,0.0
650,BlackBerry Key 2 LE 64GB Gold 香港行貨一年保養,H5982001_S_blackberrykey2le64gbgold,smartphone,0.0,0.0
651,9T 6+128GB 智能手機 (碳纖黑) (平行進口),H5039001_S_XMMI9T6128BKEU,smartphone,0.0,0.0
652,4G-LTE 三防智能手機 - ARMOR 6 (6+128GB) (紅色) (原廠行貨),H0972006_S_Armor_6_Red,smartphone,0.0,0.0
653,4G-LTE 智能手機 - R1(金色),H7019001_S_R1_Gold,smartphone,0.0,0.0
654,Galaxy A10 A105M 雙卡雙待 2+32GB智能手機-黑 (平行進口),H5912001_S_SAM0039-bk,smartphone,0.0,0.0
655,Galaxy A30 SM-A305G雙卡雙待 4+64GB智 能手機-白 (平行進口),H5912001_S_SAM0040-we,smartphone,0.0,0.0
656,A60 6GB+64GB 幻影黑（平行進口）,H5300001_S_ASAA60606-64GBBK,smartphone,0.0,0.0
657,Moto E4Plus XT1770 3+32G 智能電話 高質陳列品 (灰),H0775004_S_XT1770_GY,smartphone,0.0,0.0
658,Mi Play 128GB ROM + 6GB RAM,H0972006_S_miplay_128GB,smartphone,0.0,0.0
659,SAMSUNG Galaxy A305 64gb Black 平行進口,H5982001_S_sama305black,smartphone,0.0,0.0
660,Y9 Prime 2019 4+128GB-綠（香港行貨）,H5912001_S_HU0014-gn,smartphone,0.0,0.0
661,智能手機 - A1000 (灰色),H0972006_S_A1000_Grey,smartphone,0.0,0.0
662,Xperia 10 Plus 6GB+64GB 黑色 香港行貨,H6588001_S_Sony_Xperia10Plus_Black,smartphone,0.0,0.0
663,收納智能標籤 100 張 * 吾洗箱箱打開黎揾嘢,H0710001_S_QP-100-A,smartphone,0.0,0.0
664,POP4 Plus 5056D 智能電話(灰),H0775001_S_AL06,smartphone,0.0,0.0
665,智愛寶功能電話,S6048001_S_ibao001_black,smartphone,0.0,0.0
666,P30 Lite 6+128GB-白（香港行貨）,H5912001_S_HU0011-we,smartphone,0.0,0.0
667,紅米 NOTE 7 Pro 6+128GB-紅（平行進口）,H5912001_S_Xa0073-rd,smartphone,0.0,0.0
668,OnePlus 7 Pro 12GB+256GB 星雲藍（平行進口）,H5300001_S_AOEGM191012256GBNB,smartphone,0.0,0.0
669,Galaxy A40s 6GB/64GB A3050 藍色 (水貨),H6588002_S_Samsung_A40s_Blue_CN,smartphone,0.0,0.0
670,精鋼錶帶，適用於 Apple Watch (38mm),H6293001_S_TL18102310_32_BK,smartphone,0.0,0.0
671,Presidio Stay Clear iPhone 11 Pro Max Cases - 透明,H5892002_S_130024-5085,smartphone,0.0,0.0
672,香港行貨(幻白)GALAXY NOTE 10+ N9750 12GB RAM 256GB ROM,H7007001_S_SAMN975256H01WH01,smartphone,0.0,0.0
673,Galaxy A60 6GB/128GB A6060 黑色 (水貨),H6588002_S_Samsung_A60_128_Black_CN,smartphone,0.0,0.0
674,Galaxy S10 (G9730) (8GB+128GB),H0762001_S_galaxy-s10-g9730-8-128-gr-800270634,smartphone,0.0,0.0
675,"iPhone XS Max 64GB, 金色 #HK行貨",G5031001_S_APPIXM64_MT732,smartphone,0.0,0.0
676,Galaxy A70 8GB+128GB 藍色 香港行貨,H6588001_S_Samsung_A70_8_Blue,smartphone,0.0,0.0
677,4G-LTE 無邊框智能手機 - MIX (4+64GB) (黑色),H0972006_S_MIX_Black,smartphone,0.0,0.0
678,Galaxy A70 6GB+128GB 黑色（平行進口）,H5300001_S_ASAA70506-128GBBK,smartphone,0.0,0.0
679,Galaxy A80 (A8050),H0762001_S_Galaxy-A80-A8050-bk-800270196,smartphone,0.0,0.0
680,"X - 5.85"" / 8核心 / 64GB / 雙鏡頭 / 無線充電",H0972006_S_X_BK,smartphone,0.0,0.0
681,Galaxy A20 SM-A205G 雙卡雙待 3+32GB 智能手機-紅（香港行貨）,H5912001_S_SAM0047-or,smartphone,0.0,0.0
682,Galaxy S10 Plus 陶瓷特別版 (G9750) (8GB+512GB),H0762001_S_galaxy-s10-plus-ceramic-g9750-8-512-bk-800270640,smartphone,0.0,0.0
683,"Xperia L2 5.5"" / 32GB / NFC 智能手機 (黑色)",H0972006_S_L2,smartphone,0.0,0.0
684,Huawei Y9 Prime 2019 4GB+128GB 寶石藍（香港行貨）,H5300001_S_AHUSTK-L224-128GBSB,smartphone,0.0,0.0
685,P30 Pro 8GB+256GB 天空之境色 香港行貨,H6588001_S_Huawei_P30_Pro_BreathingCrystal,smartphone,0.0,0.0
686,POP4 Plus 5056D智能電話(灰) - Alcatel,H0775002_S_AL06,smartphone,0.0,0.0
687,S5 4G+64G 雙卡雙待-黑（香港行貨）,H5912001_S_LN0010,smartphone,0.0,0.0
688,Galaxy Note 10+ 12GB+256GB N9750 幻光色 香港行貨,H6588001_S_Samsung_Note10P_256_Glow,smartphone,0.0,0.0
689,"iPhone XR, 64GB - 黑色 #HK行貨",G5031001_S_APPIXR64MT122,smartphone,0.0,0.0
690,Iphone X/XS/11 Pro 防窺 9H鋼化玻璃保護貼 隱形滿版2.5D(附贈 DIY 工具包) hoda0766,H5087001_S_hoda0766,smartphone,0.0,0.0
691,"香港行貨 2018 iPhone 8 5.5""金色 64GB",S1103001_S_iphone8_64P_GOLD,smartphone,0.0,0.0
692,OnePlus 7 8GB+256GB 灰色（平行進口）,H5300001_S_AOEGM19008-256GBGY,smartphone,0.0,0.0
693,"Power 6 - 6350mAh 特大電量 / 6.3"" FHD+ / NFC / Android 9.0",H0972006_S_Power6_BU,smartphone,0.0,0.0
694,Tab 3 7 Essential TB-7304F 1GB+8GB (香港行貨),H5912001_S_T0040,smartphone,0.0,0.0
695,Galaxy A60 6GB/128GB A6060 橙色 (水貨),H6588002_S_Samsung_A60_128_Orange_CN,smartphone,0.0,0.0
696,Xperia 10 Plus 6GB+64GB 軍藍色 香港行貨,H6588001_S_Sony_Xperia10Plus_Navy,smartphone,0.0,0.0
697,香港行貨(幻光)GALAXY NOTE 10+ N9750 12GB RAM 256GB ROM,H7007001_S_SAMN975256H01SV01,smartphone,0.0,0.0
698,Shine Lite 4G LTE智能電話(黑),H0775001_S_AL01BLK,smartphone,0.0,0.0
699,Reno 6GB+256GB 極夜黑色 平行進口 中國版,H6588001_S_Oppo_Reno_6_256_Black,smartphone,0.0,0.0
700,Y9 Prime 2019 4GB+128GB 藍色 香港行貨,H6588001_S_Huawei_Y9_Prime_2019_Blue,smartphone,0.0,0.0
701,Y6 Prime 2018 3GB+32GB 藍色 香港行貨,H6588001_S_Huawei_Y6_Prime_2018_Blue,smartphone,0.0,0.0
702,Moto E4Plus XT1770 3+32G 智能電話 高質陳列品  (金),H0775004_S_XT1770_GD,smartphone,0.0,0.0
703,Y91c 2+32GB-黑（香港行貨）,H5912001_S_VI0017-bk,smartphone,0.0,0.0
704,Galaxy Note 10+ 12GB+256GB N9750 幻黑色 香港行貨,H6588001_S_Samsung_Note10P_256_Black,smartphone,0.0,0.0
705,紅米 7 3+64GB-黑（香港行貨）,H5912001_S_Xa0065,smartphone,0.0,0.0
706,B30（香港行貨）,H5912001_S_Ca0001,smartphone,0.0,0.0
707,Galaxy A8s 6GB+128GB 漸變藍（平行進口）,H5300001_S_ASAG88706-128GBB,smartphone,0.0,0.0
708,"Shine Lite 5"" 4G LTE智能電話(黑) - Alcatel",H0775002_S_AL01BLK,smartphone,0.0,0.0
709,電競手機 ROG Phone 512G ZS600KL  幻影黑,H0775022_S_rog_512,smartphone,0.0,0.0
710,Xperia L3 3GB+32GB 金色 香港行貨,H6588001_S_Sony_Xperia_L3_Gold,smartphone,0.0,0.0
711,GOKI® CXX-1238 QC 3.0雙USB金屬移動電源10000mAh,H0795001_S_CXX1238Q_B,smartphone,0.0,0.0
712,SP586 極速八核高配手機,H5683001_S_P1869,smartphone,0.0,0.0
713,SAMSUNG A505 6gb ram +128gb Black 平行進口,H5982001_S_samsunga505128gbblack,smartphone,0.0,0.0
714,GALAXY S9 DUAL 64GB G960FD 黑 (平行進口),H5912001_S_SAM0009_bk,smartphone,0.0,0.0
715,OnePlus 7 Pro 8GB+256GB 星雲藍（平行進口）,H5300001_S_AOEGM19108-256GBNB,smartphone,0.0,0.0
716,8110 4G雙卡雙待雙核智能手機電話黑色,H6302001_S_w1000046,smartphone,0.0,0.0
717,Caterpillar CAT S60 香港行貨一年保養,H5982001_S_catS60,smartphone,0.0,0.0
718,香港行貨(幻光)GALAXY NOTE 10+ N9750 12GB RAM 512GB ROM,H7007001_S_SAMN975512H01SV01,smartphone,0.0,0.0
719,Galaxy S10 (G9730) (8GB+512GB),H0762001_S_galaxy-s10-g9730-8-512-bk-800270636,smartphone,0.0,0.0
720,P30 Lite 6GB+128GB 黑色 香港行貨,H6588001_S_Huawei_P30Lite_Black,smartphone,0.0,0.0
721,DCT 數碼 室內 無線電話 來電顯示 黑色,S1072001_S_Teledevice-DCT-5678,smartphone,0.0,0.0
722,G7+ ThinQ LMG710EAW 128GB-黑（平行進口）,H5912001_S_LG0009,smartphone,0.0,0.0
723,XT1924-3 Moto E5 Plus 高級陳列品,H0775004_S_C01528,smartphone,0.0,0.0
724,iPhone XR/ iPhone 11 防窺 9H鋼化玻璃保護貼 隱形滿版2.5D(附贈 DIY 工具包) hoda2302,H5087001_S_hoda2302,smartphone,0.0,0.0
725,電競手機 ROG Phone 128G ZS600KL 幻影黑,H0775022_S_rog_128,smartphone,0.0,0.0
726,Galaxy S10 Plus (G9750) (8GB+128GB),H0762001_S_galaxy-s10-plus-g9750-8-128-gr-800270643,smartphone,0.0,0.0
727,MOTO C PLUS（白色）(香港行貨),H5912001_S_MO0007_we,smartphone,0.0,0.0
728,TC02 Type-C 轉HDMI 4K 影音轉接線 (可充電版),H0972006_S_tc02,smartphone,0.0,0.0
729,Galaxy A70 8GB+128GB 白色（平行進口）,H5300001_S_ASAA70508-128GBW,smartphone,0.0,0.0
730,Galaxy Note 10+plus 12+256GB N9750-白（香港行货）,H5912001_S_SAM0075-we,smartphone,0.0,0.0
731,Galaxy A9s A9200 6GB+128GB 夜影黑（平行進口）,H5300001_S_ASAA9200-6_128GBCBK4,smartphone,0.0,0.0
732,Galaxy Note 10 8GB+256GB N9700 幻光色 香港行貨,H6588001_S_Samsung_Note10_Glow,smartphone,0.0,0.0
733,"iPhone 7 - 32GB, 二手9成9新 (100%正常運作)(平行進口)",H6725001_S_i7_R_32_1_U,smartphone,0.0,0.0
734,8110 4G LTE 雙卡雙核2MP 手提智能電話黃色(平行進貨),H5393001_S_1001310,smartphone,0.0,0.0
735,Galaxy Note 10 8GB+256GB N9700 幻白色 香港行貨,H6588001_S_Samsung_Note10_White,smartphone,0.0,0.0
736,Caterpillar CAT S61 香港行貨一年保養,H5982001_S_cats61,smartphone,0.0,0.0
737,紅米 NOTE 7 4+128GB-黑（香港行貨）,H5912001_S_Xa0068-bk,smartphone,0.0,0.0
738,Galaxy A60 6GB+128GB 幻魅橙（平行進口）,H5300001_S_ASAA60606-128GBCOR,smartphone,0.0,0.0
739,Galaxy M20 M205M 雙卡雙待4+64GB 智能手機-藍（平行進口）,H5912001_S_SAM0044-be,smartphone,0.0,0.0
740,香港行貨(幻黑)GALAXY NOTE 10+ N9750 12GB RAM 512GB ROM,H7007001_S_SAMN975512H01BK01,smartphone,0.0,0.0
741,Galaxy A40s 6GB/64GB A3050 黑色 (水貨),H6588002_S_Samsung_A40s_Black_CN,smartphone,0.0,0.0
742,"iPhone 8 Plus 5.5"" 金色 256GB 包含 AppleCare+ 全方位服務計劃保障 2Years",H5866001_S_MQ8J2ZPAPPLECAREPLUS,smartphone,0.0,0.0
743,紅米 7 3GB+32GB（平行進口）亮黑色,H5300001_S_AXMM1810F6LG3-32GBEBK,smartphone,0.0,0.0
744,S900 萬用旅行專用手機/結實防撞設計/長超14日待機/藍色,H5683002_S_P1626,smartphone,0.0,0.0
745,Max 3 4GB+64GB 金色（平行進口）,H5300001_S_AXMM1804E4A64GBGD,smartphone,0.0,0.0
746,iPhone 11 Pro Max 透明金粉,H5892002_S_130027-5636,smartphone,0.0,0.0
747,RE1 IP68認證三防智能手機,H0972006_S_KONKA_RE1,smartphone,0.0,0.0
748,XT1926 Moto G6 Plus 高級陳列品 (Indigo),H0775004_S_C01527,smartphone,0.0,0.0
749,小米 8 6GB+128GB 藍色（平行進口）,H5300001_S_AXMM1803E1A6-128GBB,smartphone,0.0,0.0
750,EDA50K 數據採集機-香港原裝行貨,S6047001_S_EDA50K,smartphone,0.0,0.0
751,Y9 2019 4GB+64GB 藍色 香港行貨,H6588001_S_Huawei_Y9_2019_Blue,smartphone,0.0,0.0
752,Galaxy A20 3GB/32GB A205 橙色 (水貨),H6588002_S_Samsung_A20_Orange_CN,smartphone,0.0,0.0
753,ZenFone Max Pro M2 4GB+128GB 藍色 香港行貨,H6588001_S_Asus_MaxProM2_Blue,smartphone,0.0,0.0
754,Galaxy Note 10 8GB+256GB N9700 幻黑色 香港行貨,H6588001_S_Samsung_Note10_Black,smartphone,0.0,0.0
755,U12 lite 64GB 紫(香港行貨),H5912001_S_HT0006,smartphone,0.0,0.0
756,Galaxy A9s A9200 6GB+128GB 幻影藍（平行進口）,H5300001_S_ASAA9200-6_128GBLB4,smartphone,0.0,0.0
757,LG G7+ 128GB 摩洛哥藍（平行進口）,H5300001_S_ALGG710EAW-128GBB,smartphone,0.0,0.0
758,P30 Lite 6GB+128GB（香港行貨）雀翎藍,H5300001_S_AHUMAR-LX26-128GBPB1,smartphone,0.0,0.0
759,Xero XM05 Red 長者機大聲大字 香港行貨一年保養,H5982001_S_xeroxm05red,smartphone,0.0,0.0
760,智能手機 K5 Play 藍色,H0775019_S_K5_Play_bu,smartphone,0.0,0.0
761,Galaxy A70 6GB/128GB A7050 白色 (水貨),H6588002_S_Samsung_A70_White_CN,smartphone,0.0,0.0
762,9T Pro 8GB+256GB 火焰紅（平行進口）,H5300001_S_AXMM1903F11G8-256GBFRD,smartphone,0.0,0.0
763,"iPhone XS Max 256GB, 太空灰 #HK行貨",G5031001_S_101-APPIXM-MT742ZA_A,smartphone,0.0,0.0
764,9T 6+64GB 智能手機 (碳纖黑) (平行進口),H5039001_S_XMMI9T64BKEU,smartphone,0.0,0.0
765,P30 Pro 8GB+256GB 黑色 香港行貨,H6588001_S_Huawei_P30_Pro_Black,smartphone,0.0,0.0
766,OnePlus 7 Pro 6GB+128GB 鏡面灰（平行進口）,H5300001_S_AOEGM19106-128GBMGY,smartphone,0.0,0.0
767,SP4 雙卡智能手機 黑色,H5300001_S_AKOSP4BK1,smartphone,0.0,0.0
768,Printoss 迷你兵團即影即印手提便攜光學打印機,H5260001_S_PrintossMinions,smartphone,0.0,0.0
769,Galaxy Note 10+plus 12+512GB N9750-黑（香港行货）,H5912001_S_SAM0076-bk,smartphone,0.0,0.0
770,PIXEL 2 128GB（黑色）（平行進口）,H5912001_S_GE0006_bk,smartphone,0.0,0.0
771,iPhone XR/ iPhone11 疏油高透光 隱型滿版9H鋼化玻璃貼 (附DIY工具包),H5087001_S_hoda1862,smartphone,0.0,0.0
772,3G 長者滑蓋手機 S80 (紅色),H0972006_S_000184,smartphone,0.0,0.0
773,2720 Flip 4G 經典翻蓋手機【香港行貨】,H5170001_S_C000600-BK,smartphone,0.0,0.0
774,Xperia 10 4GB+64GB 粉紅色 香港行貨,H6588001_S_Sony_Xperia10_Pink,smartphone,0.0,0.0
775,Galaxy A60 6GB/64GB A6060 藍色 (水貨),H6588002_S_Samsung_A60_Blue_CN,smartphone,0.0,0.0
776,Galaxy A8s 6+128GB g8870-藍（平行進口）,H5912001_S_SAM0071-be,smartphone,0.0,0.0
777,Y9 Prime 2019 4GB+128GB 綠色 香港行貨,H6588001_S_Huawei_Y9_Prime_2019_Green,smartphone,0.0,0.0
778,PIXEL 128GB（黑色）（平行進口）,H5912001_S_GE0002_bk,smartphone,0.0,0.0
779,P30 Lite 6GB+128GB（香港行貨）幻夜黑,H5300001_S_AHUMAR-LX26-128GBMBK1,smartphone,0.0,0.0
780,LINE FRIENDS AirPods Case with Keychain- Boy,H5156001_S_a320190617A13,smartphone,0.0,0.0
781,美國康寧授權 iPhone 11 / XR 6.1 inch 2.5D 隱形滿版玻璃保護貼(AGBC),H5087001_S_hoda4443,smartphone,0.0,0.0
782,Galaxy A80 8GB+128GB 幻魅金（平行進口）,H5300001_S_ASAA80508-128GBAGD,smartphone,0.0,0.0
783,Galaxy A70 SM-A705 雙卡雙待 6+128GB 智能手機-橙 (平行進口),H5912001_S_SAM0042-or,smartphone,0.0,0.0
784,Galaxy A60 6GB/64GB A6060 黑色 (水貨),H6588002_S_Samsung_A60_Black_CN,smartphone,0.0,0.0
785,U12 Life 4GB+64GB 暮光紫色 香港行貨,H6588001_S_HTC_U12_Life_Purple,smartphone,0.0,0.0
786,Galaxy M20 M205M 雙卡雙待3+32GB 智能手機-黑（平行進口）,H5912001_S_SAM0043-bk,smartphone,0.0,0.0
787,Galaxy Note9 6+128GB 智能手機-紫（平行進口）,H5912001_S_SAM0045-pe,smartphone,0.0,0.0
788,Xperia L3 3GB+32GB 銀色 香港行貨,H6588001_S_Sony_Xperia_L3_Silver,smartphone,0.0,0.0
789,紅米 NOTE 7 4+64GB-藍（香港行貨）,H5912001_S_Xa0067-be,smartphone,0.0,0.0
790,SP618 八核極速高配手機,H5683001_S_P1598,smartphone,0.0,0.0
791,S60（香港行貨）,H5912001_S_Ca0002,smartphone,0.0,0.0
792,DESIRE 12 PLUS 32GB（黑色）（香港行貨）,H5912001_S_HT0002_bk,smartphone,0.0,0.0
793,DESIRE 12 PLUS 32GB（黑色）（香港行貨）,H5912001_S_HT0002_bk,smartphone,0.0,0.0
794,Xero XM05 Black 長者機大聲大字 香港行貨一年保養,H5982001_S_xeroxm05black,smartphone,0.0,0.0
795,H4493 Xperia XA2 Plus 智能電話 (黑色) - Sony,H0775023_S_SONYH4493BLK,smartphone,0.0,0.0
796,GOKI® GWC-1004 發光動態 無線快速充電器(10W),H0795001_S_GWC1004_W,smartphone,0.0,0.0
797,Xperia 10 4GB+64GB 銀色 香港行貨,H6588001_S_Sony_Xperia10_Silver,smartphone,0.0,0.0
798,Xperia 10 4GB+64GB 軍藍色 香港行貨,H6588001_S_Sony_Xperia10_Navy,smartphone,0.0,0.0
799,Iphone XR/ iphone 11 手遊專用 霧面防眩光 9H鋼化玻璃保護貼(附贈 DIY 工具包),H5087001_S_hoda2227,smartphone,0.0,0.0
800,Galaxy A70 SM-A705 雙卡雙待 6+128GB 智能手機-白 (香港行貨),H5912001_S_SAM0050-we,smartphone,0.0,0.0
801,OnePlus 7 Pro 12GB+256GB 星霧藍色 平行進口 中國版,H6588001_S_Oneplus_7_pro_12_512_NebulaBlue,smartphone,0.0,0.0
802,Pixel 3a XL 4GB+64GB 白色 平行進口,H6588001_S_Pixel_3a_XL_64_White,smartphone,0.0,0.0
803,iPhone X 更換顯示屏 - 上門服務（能正常顯示）,H6482001_S_241,smartphone,0.0,0.0
804,EDA50 數據採集機-香港原裝行貨,S6047001_S_EDA50,smartphone,0.0,0.0
805,"香港行貨 2018 iPhone 8 4.7""太空灰 64GB",S1103001_S_iphone8_64_BLK,smartphone,0.0,0.0
806,Galaxy A20 3GB+32GB A205 黑色 (水貨),H6588002_S_Samsung_A20_Black_CN,smartphone,0.0,0.0
807,Galaxy Note 10 8GB+256GB N9700-銀（香港行貨）,H5912001_S_SAM0074-sr,smartphone,0.0,0.0
808,"K8  Note 5.5"" XT1902-03 4+64G 智能電話(金)",H0775019_S_L04,smartphone,0.0,0.0
809,Honor V20 6+128GB-黑（香港行貨）,H5912001_S_HU0009-bk,smartphone,0.0,0.0
810,6.22吋 4G-LTE 智能手機 - Y91C (2+32GB) (海洋藍) (原裝行貨),H0972006_S_vivo_Y91C_Blue,smartphone,0.0,0.0
811,Xperia 1 6GB+128GB 霞紫色 香港行貨,H6588001_S_Sony_Xperia_1_Purple,smartphone,0.0,0.0
812,Y17 4GB+128GB 幻影紫色 香港行貨,H6588001_S_Vivo_Y17_Purple,smartphone,0.0,0.0
813,小米9 黑色 6G 128G Rom (香港行貨，小米1年保養),H0610012_S_241-75-A00093-1,smartphone,0.0,0.0
814,iPhone XS Max  Presidio Clear + Glitter Case,H5892002_S_117112-6603,smartphone,0.0,0.0
815,Y7 Pro 2019 3GB+32GB-黑（香港行貨）,H5912001_S_HU0012-bk,smartphone,0.0,0.0
816,Z5S 6+64GB雙卡雙待-橙（平行進口）,H5912001_S_LN0007-or,smartphone,0.0,0.0
817,Galaxy S10+ SM-G975U 12GB+1TB 智能手機-黑 (香港行貨),H5912001_S_SAM0058-bk,smartphone,0.0,0.0
818,Galaxy A60 6GB/128GB A6060 藍色 (水貨),H6588002_S_Samsung_A60_128_Blue_CN,smartphone,0.0,0.0
