,,product_index,product_type,product_brand,product_name,product_price,average_rate,no_of_rates,seller,website
,1164,H0972006_S_note8,smartphone,Meizu,Note 8 - 6.0 英寸全面屏 | 64GB ROM  | Dual PD 全像素雙核對焦 |人臉指紋雙解鎖,988.0,0.0,0,ASK-Gadgets,https://www.hktvmall.com/hktv/zh/main/ASK-Gadgets/s/H0972006/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Note-8-60-英寸全面屏-64GB-ROM-Dual-PD-全像素雙核對焦-人臉指紋雙解鎖/p/H0972006_S_note8
,1165,H0972006_S_c9pro_gd,smartphone,Meizu,"C9 Pro - 5.45"" | 32GB ROM | 人臉識別解鎖 | 輕薄智能手機 (金色)",799.0,0.0,0,ASK-Gadgets,https://www.hktvmall.com/hktv/zh/main/ASK-Gadgets/s/H0972006/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/C9-Pro-545-32GB-ROM-人臉識別解鎖-輕薄智能手機-金色/p/H0972006_S_c9pro_gd
,1166,H0972006_S_Moto_E4Plus_Gold,smartphone,Motorola,5.5吋智能手機 - Moto E4Plus (3+32GB) (金色) (原廠行貨),629.0,0.0,0,ASK-Super-Outlet,https://www.hktvmall.com/hktv/zh/main/ASK-Super-Outlet/s/H1142001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/55吋智能手機-Moto-E4Plus-332GB-金色-原廠行貨/p/H0972006_S_Moto_E4Plus_Gold
,1167,H0972006_S_Galaxy_C5_Gold,smartphone,三星,智能手機 - Galaxy C5 (4+32GB) (金色),1049.0,0.0,0,ASK-Super-Outlet,https://www.hktvmall.com/hktv/zh/main/ASK-Super-Outlet/s/H1142001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/智能手機-Galaxy-C5-432GB-金色/p/H0972006_S_Galaxy_C5_Gold
,1168,H0972006_S_Galaxy_C5_Pink,smartphone,三星,智能手機 - Galaxy C5 (4+32GB) (粉紅色),1099.0,0.0,0,ASK-Gadgets,https://www.hktvmall.com/hktv/zh/main/ASK-Gadgets/s/H0972006/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/智能手機-Galaxy-C5-432GB-粉紅色/p/H0972006_S_Galaxy_C5_Pink
,1169,H0972006_S_Galaxy_A6S_Purple,smartphone,三星,智能手機 - Galaxy A6S (6+64GB) (花仙紫),1399.0,0.0,0,ASK-Super-Outlet,https://www.hktvmall.com/hktv/zh/main/ASK-Super-Outlet/s/H1142001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/智能手機-Galaxy-A6S-664GB-花仙紫/p/H0972006_S_Galaxy_A6S_Purple
,1170,H0972006_S_Redmi_8A_Black,smartphone,小米,智能手機 - Redmi 8A (國際版) (2+32GB) (黑色),999.0,0.0,0,ASK-Super-Outlet,https://www.hktvmall.com/hktv/zh/main/ASK-Super-Outlet/s/H1142001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/智能手機-Redmi-8A-國際版-232GB-黑色/p/H0972006_S_Redmi_8A_Black
,1171,H0972006_S_Redmi_8A_Blue,smartphone,小米,智能手機 - Redmi 8A (國際版) (2+32GB) (藍色),999.0,0.0,0,ASK-Super-Outlet,https://www.hktvmall.com/hktv/zh/main/ASK-Super-Outlet/s/H1142001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/智能手機-Redmi-8A-國際版-232GB-藍色/p/H0972006_S_Redmi_8A_Blue
,1172,H5892002_S_117133-6685,smartphone,Speck,iPhone Xs Presidio Sport - Heartrate Red / Sidewalk Grey / Black,280.0,0.0,0,Praesto-Lifestyle,https://www.hktvmall.com/hktv/zh/main/Praesto-Lifestyle/s/H5892002/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/iPhone-Xs-Presidio-Sport-Heartrate-Red-Sidewalk-Grey-Black/p/H5892002_S_117133-6685
,1173,H5892002_S_130025-8528,smartphone,Speck,Presidio Pro iPhone 11 Pro Max Case - 天藍色,238.0,0.0,0,Praesto-Lifestyle,https://www.hktvmall.com/hktv/zh/main/Praesto-Lifestyle/s/H5892002/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/Presidio-Pro-iPhone-11-Pro-Max-Case-天藍色/p/H5892002_S_130025-8528
,1174,H5892002_S_130025-1050,smartphone,Speck,Presidio Pro iPhone 11 Pro Max Case - 磨砂黑,238.0,0.0,0,Praesto-Lifestyle,https://www.hktvmall.com/hktv/zh/main/Praesto-Lifestyle/s/H5892002/電子電器/電子電器/手機及平板電腦/手機周邊配件/其他手提電話配件/Apple/Presidio-Pro-iPhone-11-Pro-Max-Case-磨砂黑/p/H5892002_S_130025-1050
,1175,H5892002_S_129892-1050,smartphone,Speck,Presidio Grip iPhone 11 Pro Case,280.0,0.0,0,Praesto-Lifestyle,https://www.hktvmall.com/hktv/zh/main/Praesto-Lifestyle/s/H5892002/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/Presidio-Grip-iPhone-11-Pro-Case/p/H5892002_S_129892-1050
,1176,H5892002_S_130026-1050,smartphone,Speck,Presidio Grip iPhone 11 Pro Max Case,280.0,0.0,0,Praesto-Lifestyle,https://www.hktvmall.com/hktv/zh/main/Praesto-Lifestyle/s/H5892002/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/Presidio-Grip-iPhone-11-Pro-Max-Case/p/H5892002_S_130026-1050
,1177,H5892002_S_129909-1050,smartphone,Speck,Presidio Grip iPhone 11 Case,280.0,0.0,0,Praesto-Lifestyle,https://www.hktvmall.com/hktv/zh/main/Praesto-Lifestyle/s/H5892002/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/Presidio-Grip-iPhone-11-Case/p/H5892002_S_129909-1050
,1178,H5087001_S_hoda4894,smartphone,HODA,iPhone 11 Pro Max 6.5 inch 柔石微重 軍規防摔 保護殼 (藍),178.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/iPhone-11-Pro-Max-65-inch-柔石微重-軍規防摔-保護殼-藍/p/H5087001_S_hoda4894
,1179,H5087001_S_hoda4863,smartphone,HODA,iPhone 11 Pro Max 6.5 inch 柔石微重 軍規防摔 保護殼 (霧),178.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/iPhone-11-Pro-Max-65-inch-柔石微重-軍規防摔-保護殼-霧/p/H5087001_S_hoda4863
,1180,H5087001_S_hoda4801,smartphone,HODA,iPhone 11 Pro 5.8 inch 柔石微重 軍規防摔 保護殼 (黑),178.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/iPhone-11-Pro-58-inch-柔石微重-軍規防摔-保護殼-黑/p/H5087001_S_hoda4801
,1181,H5087001_S_hoda4818,smartphone,HODA,iPhone 11 Pro 5.8 inch 柔石微重 軍規防摔 保護殼 (藍),178.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/iPhone-11-Pro-58-inch-柔石微重-軍規防摔-保護殼-藍/p/H5087001_S_hoda4818
,1182,H5087001_S_hoda4788,smartphone,HODA,iPhone 11 Pro 5.8 inch 柔石微重 軍規防摔 保護殼 (霧),178.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/iPhone-11-Pro-58-inch-柔石微重-軍規防摔-保護殼-霧/p/H5087001_S_hoda4788
,1183,H5087001_S_hoda4849,smartphone,HODA,iPhone 11 6.1 inch 柔石微重 軍規防摔 保護殼 (黑),178.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/iPhone-11-61-inch-柔石微重-軍規防摔-保護殼-黑/p/H5087001_S_hoda4849
,1184,H5087001_S_hoda4825,smartphone,HODA,iPhone 11 6.1 inch 柔石微重 軍規防摔 保護殼 (霧),178.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/iPhone-11-61-inch-柔石微重-軍規防摔-保護殼-霧/p/H5087001_S_hoda4825
,1185,H5087001_S_hoda4450,smartphone,HODA,美國康寧授權 iPhone 11 Pro Max / Xs Max 6.5 inch 2.5D 隱形滿版玻璃保護貼(AGBC),298.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/保護貼/美國康寧授權-iPhone-11-Pro-Max-Xs-Max-65-inch-25D-隱形滿版玻璃保護貼AGBC/p/H5087001_S_hoda4450
,1186,H5087001_S_hoda4436,smartphone,HODA,美國康寧授權 iPhone 11 Pro / X / Xs 5.8 inch 2.5D 隱形滿版玻璃保護貼(AGBC),298.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/保護貼/美國康寧授權-iPhone-11-Pro-X-Xs-58-inch-25D-隱形滿版玻璃保護貼AGBC/p/H5087001_S_hoda4436
,1187,H5087001_S_hoda4467,smartphone,HODA,美國康寧授權 iPhone 11 Pro / X / Xs 5.8 inch 3D隱形滿版玻璃保護貼(AGBC),448.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/保護貼/美國康寧授權-iPhone-11-Pro-X-Xs-58-inch-3D隱形滿版玻璃保護貼AGBC/p/H5087001_S_hoda4467
,1188,H5087001_S_hoda4474,smartphone,HODA,美國康寧授權 iPhone 11 / XR 5.8 inch 3D隱形滿版玻璃保護貼(AGBC),448.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/保護貼/美國康寧授權-iPhone-11-XR-58-inch-3D隱形滿版玻璃保護貼AGBC/p/H5087001_S_hoda4474
,1189,H5087001_S_hoda4696,smartphone,HODA,Huawei Nova 5 柔石微重 軍規防摔 保護殼 (黑),148.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/Huawei-Nova-5-柔石微重-軍規防摔-保護殼-黑/p/H5087001_S_hoda4696
,1190,H5087001_S_hoda4719,smartphone,HODA,Huawei Nova 5 柔石微重 軍規防摔 保護殼 (藍),148.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/Huawei-Nova-5-柔石微重-軍規防摔-保護殼-藍/p/H5087001_S_hoda4719
,1191,H5087001_S_hoda4702,smartphone,HODA,Huawei Nova 5 柔石微重 軍規防摔 保護殼 (霧透白),148.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/Huawei-Nova-5-柔石微重-軍規防摔-保護殼-霧透白/p/H5087001_S_hoda4702
,1192,H5087001_S_case9278,smartphone,GARMMA,iPhone 11 Pro 5.8 inch Line Friends 空壓氣墊保護軟殼 叢林系列 狐狸熊大 (case9278),118.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/iPhone-11-Pro-58-inch-Line-Friends-空壓氣墊保護軟殼-叢林系列-狐狸熊大-case9278/p/H5087001_S_case9278
,1193,H5087001_S_case9261,smartphone,GARMMA,iPhone 11 Pro 5.8 inch Line Friends 空壓氣墊保護軟殼 叢林系列 松鼠熊大 (case9261),118.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/iPhone-11-Pro-58-inch-Line-Friends-空壓氣墊保護軟殼-叢林系列-松鼠熊大-case9261/p/H5087001_S_case9261
,1194,H5087001_S_case9285,smartphone,GARMMA,iPhone 11 Pro 5.8 inch Line Friends 空壓氣墊保護軟殼 叢林系列 刺蝟熊大 (case9285),118.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/iPhone-11-Pro-58-inch-Line-Friends-空壓氣墊保護軟殼-叢林系列-刺蝟熊大-case9285/p/H5087001_S_case9285
,1195,H5087001_S_case9254,smartphone,GARMMA,iPhone 11 Pro 5.8 inch Line Friends 空壓氣墊保護軟殼 叢林系列 長頸鹿熊大 (case9254),118.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/iPhone-11-Pro-58-inch-Line-Friends-空壓氣墊保護軟殼-叢林系列-長頸鹿熊大-case9254/p/H5087001_S_case9254
,1196,H5087001_S_case9230,smartphone,GARMMA,iPhone 11 Pro 5.8 inch Line Friends 空壓氣墊保護軟殼 叢林系列 恐龍熊大 (case9230),118.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/iPhone-11-Pro-58-inch-Line-Friends-空壓氣墊保護軟殼-叢林系列-恐龍熊大-case9230/p/H5087001_S_case9230
,1197,H5087001_S_case9247,smartphone,GARMMA,iPhone 11 Pro 5.8 inch Line Friends 空壓氣墊保護軟殼 叢林系列 小豬熊大 (case9247),118.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/iPhone-11-Pro-58-inch-Line-Friends-空壓氣墊保護軟殼-叢林系列-小豬熊大-case9247/p/H5087001_S_case9247
,1198,H5087001_S_case9391,smartphone,GARMMA,iPhone 11 Pro Max 6.5 inch Line Friends 空壓氣墊保護軟殼 叢林系列 狐狸熊大 (case9391),118.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/iPhone-11-Pro-Max-65-inch-Line-Friends-空壓氣墊保護軟殼-叢林系列-狐狸熊大-case9391/p/H5087001_S_case9391
,1199,H5087001_S_case9384,smartphone,GARMMA,iPhone 11 Pro Max 6.5 inch Line Friends 空壓氣墊保護軟殼 叢林系列 松鼠熊大 (case9384),118.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/iPhone-11-Pro-Max-65-inch-Line-Friends-空壓氣墊保護軟殼-叢林系列-松鼠熊大-case9384/p/H5087001_S_case9384
,1200,H5087001_S_hoda9407,smartphone,GARMMA,iPhone 11 Pro Max 6.5 inch Line Friends 空壓氣墊保護軟殼 叢林系列 刺蝟熊大 (hoda9407),158.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/iPhone-11-Pro-Max-65-inch-Line-Friends-空壓氣墊保護軟殼-叢林系列-刺蝟熊大-hoda9407/p/H5087001_S_hoda9407
,1201,H5087001_S_case9407,smartphone,GARMMA,iPhone 11 Pro Max 6.5 inch Line Friends 空壓氣墊保護軟殼 叢林系列 剌蝟熊大 (case9407),118.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/iPhone-11-Pro-Max-65-inch-Line-Friends-空壓氣墊保護軟殼-叢林系列-剌蝟熊大-case9407/p/H5087001_S_case9407
,1202,H5087001_S_case9377,smartphone,GARMMA,iPhone 11 Pro Max 6.5 inch Line Friends 空壓氣墊保護軟殼 叢林系列 長頸鹿熊大 (case9377),118.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/iPhone-11-Pro-Max-65-inch-Line-Friends-空壓氣墊保護軟殼-叢林系列-長頸鹿熊大-case9377/p/H5087001_S_case9377
,1203,H5087001_S_case9353,smartphone,GARMMA,iPhone 11 Pro Max 6.5 inch Line Friends 空壓氣墊保護軟殼 叢林系列 恐龍熊大 (case9353),118.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/iPhone-11-Pro-Max-65-inch-Line-Friends-空壓氣墊保護軟殼-叢林系列-恐龍熊大-case9353/p/H5087001_S_case9353
,1204,H5087001_S_case9360,smartphone,GARMMA,iPhone 11 Pro Max 6.5 inch Line Friends 空壓氣墊保護軟殼 叢林系列 小豬熊大 (case9360),118.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/iPhone-11-Pro-Max-65-inch-Line-Friends-空壓氣墊保護軟殼-叢林系列-小豬熊大-case9360/p/H5087001_S_case9360
,1205,H5087001_S_hoda4535,smartphone,HODA,Samsung Galaxy Note 10+ / Note 10 Plus 6.8 inch 柔石 微重軍規防摔保護殼 (hoda4535) 黑色,148.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/Samsung-Galaxy-Note-10-Note-10-Plus-68-inch-柔石-微重軍規防摔保護殼-hoda4535-黑色/p/H5087001_S_hoda4535
,1206,H5087001_S_hoda4559,smartphone,HODA,Samsung Galaxy Note 10+ / Note 10 Plus 6.8 inch 柔石 微重軍規防摔保護殼 (hoda4559) 霧透白,148.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/Samsung-Galaxy-Note-10-Note-10-Plus-68-inch-柔石-微重軍規防摔保護殼-hoda4559-霧透白/p/H5087001_S_hoda4559
,1207,H5087001_S_hoda4542,smartphone,HODA,Samsung Galaxy Note 10+ / Note 10 Plus 6.8 inch 柔石 微重軍規防摔保護殼 (hoda4542) 藍色,148.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/Samsung-Galaxy-Note-10-Note-10-Plus-68-inch-柔石-微重軍規防摔保護殼-hoda4542-藍色/p/H5087001_S_hoda4542
,1208,H5087001_S_DPT19C01TOY,smartphone,日本PGA,iphone 11 Pro Max 防撞耐震減重設計 背蓋式保護殼(DPT19C01TOY) 反斗奇兵 4,198.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/iphone-11-Pro-Max-防撞耐震減重設計-背蓋式保護殼DPT19C01TOY-反斗奇兵-4/p/H5087001_S_DPT19C01TOY
,1209,H5087001_S_DPT19C02TOY,smartphone,日本PGA,iphone 11 Pro Max 防撞耐震減重設計 背蓋式保護殼(DPT19C02TOY) 反斗奇兵 4,198.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/iphone-11-Pro-Max-防撞耐震減重設計-背蓋式保護殼DPT19C02TOY-反斗奇兵-4/p/H5087001_S_DPT19C02TOY
,1210,H5087001_S_DPT19C03TOY,smartphone,日本PGA,iphone 11 Pro Max 防撞耐震減重設計 背蓋式保護殼(DPT19C03TOY) 反斗奇兵,198.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/iphone-11-Pro-Max-防撞耐震減重設計-背蓋式保護殼DPT19C03TOY-反斗奇兵/p/H5087001_S_DPT19C03TOY
,1211,H5087001_S_DPT19C07MOI,smartphone,日本PGA,iphone 11 Pro Max 防撞耐震減重設計 背蓋式保護殼 (DPT19C07MOI) Monsters,198.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/iphone-11-Pro-Max-防撞耐震減重設計-背蓋式保護殼-DPT19C07MOI-Monsters/p/H5087001_S_DPT19C07MOI
,1212,H5087001_S_DPT19B01TOY,smartphone,日本PGA,iphone 11 防撞耐震減重設計 背蓋式保護殼 (DPT19B01TOY) 反斗奇兵 4,198.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/iphone-11-防撞耐震減重設計-背蓋式保護殼-DPT19B01TOY-反斗奇兵-4/p/H5087001_S_DPT19B01TOY
,1213,H5087001_S_DPT19B02TOY,smartphone,日本PGA,iphone 11 防撞耐震減重設計 背蓋式保護殼 (DPT19B02TOY) 反斗奇兵 4,198.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/iphone-11-防撞耐震減重設計-背蓋式保護殼-DPT19B02TOY-反斗奇兵-4/p/H5087001_S_DPT19B02TOY
,1214,H5087001_S_DPT19B03TOY,smartphone,日本PGA,iphone 11 防撞耐震減重設計 背蓋式保護殼 (DPT19B03TOY) 反斗奇兵 4,198.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/iphone-11-防撞耐震減重設計-背蓋式保護殼-DPT19B03TOY-反斗奇兵-4/p/H5087001_S_DPT19B03TOY
,1215,H5087001_S_DPT19B04TOY,smartphone,日本PGA,iphone 11 防撞耐震減重設計 背蓋式保護殼 (DPT19B04TOY) 反斗奇兵 4,198.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/iphone-11-防撞耐震減重設計-背蓋式保護殼-DPT19B04TOY-反斗奇兵-4/p/H5087001_S_DPT19B04TOY
,1216,H5087001_S_DPT19B07MOI,smartphone,日本PGA,iphone 11 防撞耐震減重設計 插卡背蓋式保護殼 (DPT19B07MOI) Monsters,198.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/iphone-11-防撞耐震減重設計-插卡背蓋式保護殼-DPT19B07MOI-Monsters/p/H5087001_S_DPT19B07MOI
,1217,H5087001_S_DPT19B08MOU,smartphone,日本PGA,iphone 11 防撞耐震減重設計 插卡背蓋式保護殼 (DPT19B08MOU) Monsters,198.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/iphone-11-防撞耐震減重設計-插卡背蓋式保護殼-DPT19B08MOU-Monsters/p/H5087001_S_DPT19B08MOU
,1218,H5087001_S_DPT19A02TOY,smartphone,日本PGA,iphone 11 Pro 5.8 inch 防撞耐震減重設計 背蓋式保護殼 (DPT19A02TOY) Toy Story 4,198.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/iphone-11-Pro-58-inch-防撞耐震減重設計-背蓋式保護殼-DPT19A02TOY-Toy-Story-4/p/H5087001_S_DPT19A02TOY
,1219,H5087001_S_DPT19A03TOY,smartphone,日本PGA,iphone 11 Pro 5.8 inch 防撞耐震減重設計 背蓋式保護殼 (DPT19A03TOY) Toy Story 4,198.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/iphone-11-Pro-58-inch-防撞耐震減重設計-背蓋式保護殼-DPT19A03TOY-Toy-Story-4/p/H5087001_S_DPT19A03TOY
,1220,H5087001_S_DPT19A07MOI,smartphone,日本PGA,iphone 11 Pro 5.8 inch 防撞耐震減重設計 插卡背蓋式保護殼 (DPT19A07MOI) Monsters,198.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/iphone-11-Pro-58-inch-防撞耐震減重設計-插卡背蓋式保護殼-DPT19A07MOI-Monsters/p/H5087001_S_DPT19A07MOI
,1221,H5087001_S_DPT19A08MOU,smartphone,日本PGA,iphone 11 Pro 5.8 inch 防撞耐震減重設計 插卡背蓋式保護殼 (DPT19A08MOU) Monsters,198.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/iphone-11-Pro-58-inch-防撞耐震減重設計-插卡背蓋式保護殼-DPT19A08MOU-Monsters/p/H5087001_S_DPT19A08MOU
,1222,H5087001_S_DGT19C01MKY,smartphone,日本PGA,iPhone 11 Pro Max 6.5 inch 9H鋼化玻璃 四角氣墊 背蓋式防撞耐震手機殼 米奇 黑(DGT19C01MKY),198.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/iPhone-11-Pro-Max-65-inch-9H鋼化玻璃-四角氣墊-背蓋式防撞耐震手機殼-米奇-黑DGT19C01MKY/p/H5087001_S_DGT19C01MKY
,1223,H5087001_S_DGT19C02MKY,smartphone,日本PGA,iPhone 11 Pro Max 6.5 inch 9H鋼化玻璃 四角氣墊 背蓋式防撞耐震手機殼 米奇米妮 白(DGT19C02MKY),198.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/iPhone-11-Pro-Max-65-inch-9H鋼化玻璃-四角氣墊-背蓋式防撞耐震手機殼-米奇米妮-白DGT19C02MKY/p/H5087001_S_DGT19C02MKY
,1224,H5087001_S_DGT19C03MKY,smartphone,日本PGA,iPhone 11 Pro Max 6.5 inch 9H鋼化玻璃 四角氣墊 背蓋式防撞耐震手機殼 米奇 彩(DGT19C03MKY),198.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/iPhone-11-Pro-Max-65-inch-9H鋼化玻璃-四角氣墊-背蓋式防撞耐震手機殼-米奇-彩DGT19C03MKY/p/H5087001_S_DGT19C03MKY
,1225,H5087001_S_DGT19C04MNE,smartphone,日本PGA,iPhone 11 Pro Max 6.5 inch 9H鋼化玻璃 四角氣墊 背蓋式防撞耐震手機殼 米妮 白(DGT19C04MKY),198.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/iPhone-11-Pro-Max-65-inch-9H鋼化玻璃-四角氣墊-背蓋式防撞耐震手機殼-米妮-白DGT19C04MKY/p/H5087001_S_DGT19C04MNE
